CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	1817196	1669817	2074214	2053210	1889957	1851458	1660306	1928515	1930614	2140312	1768757	1566273	1723085	1703631	1965221	1880195	1752040	1760145	1761917	1754650	1652439	1381412	1363842	1355997	1774736	1800470	1822544	1725937	1725937	1723871	1542055	1599361	1673148	1673148	1583876	1805339	1801683	1608222	1608222	1752060	1771296	1777582	1840811	1850267	1837306	1764677	1999773	2257872	2254443	2530964	2708586	1003637	888199	908202	958963	1049677	843256	1696701	1690800	942091	2373736	1703717	1168124	1168124	864634	1761971	599818
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	395099	289199	817727	817727	519201	486402	287021	776302	776302	796123	340388	255390	347226	347226	441912	415695	329921	486088	486086	334207	374570	250154	345520	345520	265341	268945	176424	219001	219001	175877	168939	231506	202131	202131	137307	124354	79259	189929	189929	160083	106247	124397	132110	132110	34290	146221	229445	55948	55948	32166	84612	46532	158214	158214	208749	269331	47839	82650	82650	20553	52273	76089	39934	39934	32495	870222	121408
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	13092	13001	13001	13001	12134	12701	10568	10303	10303	10303	10001	10001	37	37	36	40	33	7406	7406	6248	7587	6612	7189	7189	7108	8148	36141	36041	36041	35811	35062	5613	4635	4635	4604	4528	4947	4304	4304	3975	4692	4697	3507	3507	4227	3843	4704	3975	3975	3644	44435	65344	8056	8056	11614	9989	6183	5724	10614	16525	15759	19188	11308	11308	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	467705	461756	499424	491898	515620	557705	534539	456005	462164	569765	616805	530217	525846	511498	546663	574182	531356	455101	455101	478930	510619	451050	387100	379255	547476	559491	510433	496717	496717	499472	449522	512550	462813	462813	440741	509048	487271	429671	429671	485972	527928	432798	404638	420324	565918	438698	314022	439462	436033	716503	1638735	295207	266102	286105	274840	367799	406635	478674	476197	456012	813469	684317	608200	608200	587490	485072	105383
Hàng tồn kho###Inventory	881772	842473	728968	716716	787619	735016	791032	656776	654189	739692	769232	740330	831690	826585	929792	829153	856452	797398	797398	918481	748304	665986	610488	610488	935042	947345	1087703	958832	958832	992498	874687	803907	986230	986230	944933	1108603	1202546	951367	951367	1062323	1105626	1168285	1258480	1252250	1176673	1152382	1424319	1657503	1657503	1691435	903854	563214	417148	417148	363266	289743	313429	1128951	1120637	448049	1491721	922209	507270	507270	240345	390643	369989
Tài sản ngắn hạn khác###Other Current Assets	59529	63388	15094	13869	55384	59633	37145	29130	27655	24428	32330	30336	18284	18284	46818	61124	34277	14151	15926	16784	11359	7611	13545	13545	19770	16540	11843	15347	15347	20212	13843	45784	17338	17338	56290	58806	27660	32950	32950	39706	26803	47405	42076	42076	56198	23533	27283	100984	100984	87215	36950	33341	38679	38679	100494	112816	69171	703	703	952	513	1913	1412	1412	4303	16034	3038
Tài sản dài hạn###Non-current Assets	7926461	8082162	8214351	8211925	8324229	8469359	8600611	8706136	8705384	8867975	9051582	9196319	9356491	9372745	9543215	9727932	9869838	10019997	10016470	10215297	10318379	10453072	10555642	10563765	10549707	10648263	10799070	10936043	10936043	11042720	11117845	11294411	11446858	11446858	11453194	11514468	11611988	11706257	11706257	11214721	11339769	11101759	11061971	10978885	10769533	10475038	9748445	9555113	9555113	8997663	8612665	6671310	6377015	6377015	6042176	5550811	5117406	3951191	3956485	3440227	1529480	1368405	1207089	1207089	1104192	906268	1156458
Các khoản phải thu dài hạn###Long term Account Receivable	16989	16989	12442	12442	12134	12134	12134	11739	11739	11428	11428	11428	11050	11050	10747	10742	12671	11819	11819	12094	12094	11815	10618	10618	10467	10467	10315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	6519790	6688984	6859093	6859093	6974867	7154097	7307946	7477467	7478794	7651710	7832145	7986349	8149185	8149185	8281237	8287170	8457602	8627005	8627005	8819783	8961547	9104426	9247732	9264754	9416816	9563174	9712853	10699206	9853782	10006900	10102814	11016013	11162764	11187487	11223164	11277659	11386579	10185244	11477699	10999506	11119721	10879543	7524486	10761753	10522617	10223941	9491470	7963047	9293782	8731081	8341556	6432681	6137306	6137306	5829791	5338771	4906875	3737961	3735415	3217656	1305409	1142835	1022079	1022079	931940	729516	322809
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-7046151	-6944001	-6774845	-6774845	-6607518	-6490719	-6313104	-6157914	-6158799	-5979577	-5798373	-5615327	-5435464	-5435464	-5665305	-5488702	-5322240	-5153343	-5153343	-5059372	-4938393	-4818980	-4668731	-4651699	-4504496	-4353536	-4204293	-4056109	-4056109	-3902352	-3745230	-3571150	-3458722	-3458722	-3302398	-3147158	-3006656	-2859393	-2859393	-2711168	-2589852	-2471157	-2365547	-2365547	-2271757	-2158625	-2041215	-1934599	-1934599	-1838034	-1766256	-450624	-428287	-428287	-403288	-384687	-373912	-363224	-363224	-353510	-343940	-335702	-326014	-326014	-317271	-288671	0
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-35729	-34459	-33186	-33186	-31896	-30682	-29417	-28160	-28160	-26898	-25636	-24388	-23140	-23140	-23127	-21373	-20466	-19557	-19557	-18611	-17666	-16712	-16182	-16182	-15736	-15180	-14612	-14050	-14050	-13472	-11806	-9754	-9176	-20814	-19828	-19009	-18285	-17762	-17762	-17208	-16656	-16105	-15564	-15564	-15041	-8788	-8275	-7766	-7766	-6998	-6413	-4244	-4137	-4137	-4056	-3977	-3898	-3808	-4793	-4549	-4301	-4023	-3748	-3748	-3473	-2865	0
Lợi thế thương mại	218	226	234	234	243	251	259	268	268	276	285	293	301	301	310	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	26723	26075	26173	26173	25568	28196	29873	26644	26644	31830	27895	29106	39749	39749	43709	42522	42673	53384	53384	42239	37535	36212	41112	41112	56000	56000	56000	56000	56000	56000	56000	56000	56000	56000	27790	27489	29890	28483	28483	28203	28672	26383	18130	18130	45010	44870	46760	48370	48370	49560	50050	49000	48580	48580	50610	49910	46900	48160	56000	56000	56000	56000	14000	14000	0	0	833649
