CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-1304	-1269	-1235	-1235	-1201	-1166	-1132	-1098	-1098	-1063	-1029	-995	-960	-960	-924	-887	-849	-812	-812	-757	-728	-699	-669	-669	-642	-610	-580	-549	-549	-520	-512	-464	-436	0	0	0	0	-369	0	0	0	0	-327	-327	0	0	0	-38	-38	0
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	125683	127239	132145	132555	67565	63545	63638	63886	63886	68897	69320	69710	70089	70089	29486	24241	24349	32462	32462	4727	32157	32496	32645	32645	32974	33179	33451	43919	43919	44201	52403	52950	66240	66240	67422	79957	80623	81104	23625	23843	23865	22791	22885	22885	23155	23283	20181	20226	20226	7290	7290	7391	7391	7391	6007	6007	6007	6007	6007	6178	6178	6178	6178	6178	6349	6349	6349	6349	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	3337	3365	3252	3252	53358	22710	21746	20746	20746	20686	25686	26253	25765	25765	45876	45540	45881	45881	44666	44976	44992	44961	44374	44374	44640	44279	121792	121792	121792	48309	43989	43990	43157	43157	46955	47361	48555	48555	48555	53509	53509	54649	55615	56331	58442	58442	56011	56011	56011	56692	55154	48154	48154	38154	35909	35909	15909	15564	15564	15564	15564	9969	9469	9469	9469	6622	4395	3405	1165	1165
Tài sản dài hạn khác###Other long term assets	4255	7984	10401	10401	12610	14774	17429	20356	20356	19291	22510	25541	28700	28700	22524	23620	18100	15364	15364	12123	11112	8775	6555	6555	2925	3522	3829	4062	4062	1111	1074	625	322	322	350	357	540	669	669	2122	4723	3294	4025	4025	4475	5106	5790	6030	6030	7134	1129	1209	923	923	253	246	314	305	305	310	136	185	121	121	172	26	10	10	10	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1685943	1743325	1965777	1972123	2024791	2153337	2218374	2282518	2282664	2194636	2162161	2080127	2259759	2258055	2189393	2305364	2243404	2539223	2517698	2302384	1800780	1616273	1564386	1564386	1617130	1535359	1540786	1611131	1617934	1428537	1405841	1377528	1488386	1491207	1413139	1438166	1294940	1386062	1381181	1324218	1250141	1346763	1349217	1346054	1232831	1238686	1192582	1187502	1188302	798765	778028	722318	712968	705680	537090	502413	475134	518972	708502	561987	508215	444666	383835	383835	353047	338179	335177	279293	326602	251476
Nợ phải trả ###Liabilities	1384029	1465572	1647428	1668451	1720315	1867129	1938121	1979123	1979270	1899693	1868055	1794295	1954044	1954042	1911625	2029760	1970580	2246932	2238827	2028530	1536250	1355586	1287673	1285838	1357941	1273917	1279245	1334167	1340661	1148582	1129233	1107682	1214955	1218427	1144496	1172905	1032379	1104098	1099330	1052046	981672	1083860	1121471	1119062	1000906	1010711	969852	954488	955253	575399	560636	501537	503032	495925	358175	331071	310367	358951	548738	395684	346601	280463	281336	279949	261811	275722	280453	229944	279219	219446
Nợ ngắn hạn###Short term Liabilities	1366967	1448154	1629586	1644264	1708283	1854504	1926598	1963942	1964088	1888199	1855785	1576527	1790632	1790630	1817635	1964387	1961140	2238964	2230858	2018341	1150621	1087443	1095998	1094163	1232375	1207399	1172492	1291371	1296843	1085493	1038650	973481	1076851	989011	1072302	1076339	902685	949811	939960	881886	782923	859573	972955	936908	823700	795907	686462	670334	668232	509633	494642	445318	462780	445590	334684	321278	303991	352558	547638	394585	345501	279363	280236	278849	261544	274307	274732	223963	273505	216025
Nợ dài hạn###Long term Liabilities	17062	17418	17841	24187	12032	12626	11523	15182	15182	11494	12270	217767	163412	163412	93990	65373	9439	7969	7969	10188	385628	268143	191674	191674	125565	66518	106753	42796	43818	63090	90583	134201	138103	229416	72194	96566	129694	154287	159370	170160	198749	224287	148516	182154	177206	214804	283389	284153	287021	65766	65993	56219	40252	50335	23491	9794	6376	6393	1100	1100	1100	1100	1100	1100	267	1415	5721	5981	5714	3421
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581185723	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	301914	277753	318350	303671	304477	286207	280253	303394	303394	294943	294106	285833	305715	304013	277768	275604	272824	292291	278871	273855	264531	260688	276713	278548	259190	261443	261541	272097	277273	279954	276608	269846	268585	267933	263625	260208	257263	281964	0	266605	262748	256981	227746	220930	225602	221660	216630	233015	226560	217044	211800	216132	209936	209755	178915	171341	164767	160021	159764	166302	161614	164203	102500	103886	91237	62457	54725	49349	47383	32030
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	201	0	0	271	2796	4930	13	1681	1899	4270	6675	721	0	1387	2429	4678	5492	0	1206	1330
Vốn chủ sở hữu ###Owners equity	301914	277753	318350	303671	304477	286207	280253	303394	303394	294943	294106	285833	305715	304013	277768	275604	272824	292291	278871	273855	264531	260688	276713	278548	259190	261443	261541	272097	277273	279954	276608	269846	268585	267933	263625	260208	257263	281964	0	266605	262748	256981	227746	220930	225602	221660	216630	233015	226560	216850	211599	216132	209936	209484	176118	166411	164754	158340	157865	162032	154939	163482	102500	102500	88808	57779	49233	49349	46176	30700
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4812	4867	4867	4692	4752	4708	4847	4847	5019	5052	5298	5392	0	5568	5721	5922	6289	6062	6324	6314	6100	6489	6489	6323	5593	4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405841	1377528	1488386	1491207	1413139	1438166	1294940	1386062	0	1324218	1250141	1346763	1349217	1346054	1232831	1238686	1192582	1187502	1188302	798765	771712	722318	712968	705680	537090	502413	475134	518972	561987	561987	508215	444666	383835	383835	353047	338179	335177	279293	279293	251476



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	313710	263380	1291582	461684	358257	315013	156629	1363487	274436	345758	409879	333413	2096871	664614	455392	471309	505556	1043090	290478	420979	199527	118772	673198	485258	61611	42682	83649	606072	261073	120667	94334	134143	597836	185969	186659	151099	74110	910240	286421	182331	265953	142992	824026	275266	218756	193723	135777	935349	273944	234690	265667	161047	747950	209055	209729	205270	123895	642766	225591	149978	139785	123519	460567	172650	125122	89889	73126	392410	132539	236850
Các khoản giảm trừ doanh thu###Deduction revenues	1040	734	5818	1608	1293	2917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	312670	262646	1285764	460076	356964	312096	156629	1363487	274436	345758	409879	333413	2096871	664614	455392	471309	505556	1043090	290478	420979	199527	118772	673198	485258	61611	42682	83649	606072	261073	120667	94334	134143	597836	185969	186659	151099	74110	910240	286421	182331	265953	142992	824026	275266	218756	193723	135777	935349	273944	234690	265667	161047	747950	209055	209729	205270	123895	642766	225591	149978	139785	123519	460567	172650	125122	89889	73126	392410	132539	236850
Giá vốn hàng bán###Cost of goods sold	272337	236500	1138036	420594	307646	271601	146470	1228574	215360	330276	378514	305189	1860963	554534	408258	441805	456366	899563	246678	380380	182992	106891	604079	445727	53671	32749	71932	526690	248320	99936	73638	109617	522270	160097	171855	129635	60851	810969	243395	164532	241746	130236	741852	253302	200967	167912	119197	853751	246581	212706	246205	148259	684012	189973	193435	188015	112590	588447	214281	139724	134173	111517	417156	158177	119128	72144	68027	355973	117040	212994
Lợi nhuận gộp###Gross profit	40333	26146	147728	39481	49318	40496	10159	134912	59077	15483	31365	28224	235908	110080	47134	29503	49190	143526	43799	40599	16535	11881	69120	39531	7940	9932	11717	79381	12753	20731	20696	24526	75566	25872	14804	21464	13259	99271	43026	17799	24207	12756	82174	21964	17789	25811	16579	81598	27363	21984	19462	12789	63937	19083	16294	17256	11305	54319	11310	10254	5612	12002	43412	14472	5994	17744	5098	36437	15499	23855
Doanh thu hoạt động tài chính###Financial activities Revenues	791	793	3853	937	746	1205	965	14945	1921	5652	5971	1401	10311	4673	1790	1957	1891	3666	566	1520	1028	551	4626	1924	224	2311	167	1709	1396	1	201	112	4139	2806	563	576	195	7850	3444	394	1303	3709	17888	8189	4591	3373	2294	8852	2582	1748	2828	1694	5703	2753	614	1005	1331	7241	5069	5005	4790	2520	11708	7456	2756	163	1331	402	955	349
Chi phí tài chính###Financial Expenses	9032	9421	32104	8983	5786	6459	6349	38836	12779	8025	9479	8554	29117	9824	7121	7351	4821	13068	5077	3656	2821	2729	13675	3340	1746	3837	4752	8257	3187	1901	493	2676	20467	3221	5151	7443	4652	35712	12103	7157	8694	7758	26625	9350	5770	6702	4086	11510	4633	2753	2652	1472	3492	2059	876	298	259	363	14	4	1	2	10	0	2	7	0	816	0	375
Chi phí bán hàng###Selling Expenses	1998	986	13813	1339	5075	7399	0	14136	13163	321	652	0	43226	13612	17569	2821	9224	4507	4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	17484	10644	54561	14574	11978	17714	6548	55713	20461	10610	14226	9652	87006	46362	13122	15346	13878	52247	21645	9219	12483	8989	38399	14257	8793	8615	6734	53237	17762	12318	11774	10651	43752	19507	5698	10368	8013	44670	21547	5501	9357	8265	44322	14483	9598	13906	7385	37606	12104	8637	9491	7374	24973	10457	5107	6415	2994	20043	7647	5277	4008	2999	15495	7356	1732	4782	1549	11226	2983	10736
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	12610	5888	51102	15523	27224	10129	-1774	41173	14595	2179	12980	11419	86871	44956	11112	5943	23157	77371	13136	29244	2259	714	21672	23858	-2375	-208	397	19597	-6800	6512	8630	11310	15486	5950	4518	4229	789	26739	12820	5535	7458	441	29115	6320	7012	8576	7402	41335	13209	12343	10146	5637	41175	9320	10925	11547	9383	41154	8718	9978	6393	11521	39615	14571	7015	13118	4880	24797	13472	13093
Thu nhập khác###Other incomes	791	115	5497	2110	387	65	2934	1426	-434	718	82	1060	4585	1214	2880	160	330	5011	17038	38	325	4	232	-179	292	10	110	6227	2121	2238	687	943	2594	1289	106	1194	6	842	767	-95	47	123	2758	1838	-271	1050	142	7382	178	612	318	6274	4294	3778	90	71	356	1829	2410	953	1738	1045	3541	961	-24	964	1504	2668	61	1765
Chi phí khác###Other Expenses	553	2680	14816	10868	3412	372	164	6804	622	119	1878	4185	33805	23596	1519	1328	7362	34032	18666	14354	35	9	941	764	77	100	0	3231	552	2249	192	0	1884	754	101	1016	13	50	0	49	2	0	460	-38	11	487	0	398	4	352	41	0	589	586	-109	23	89	234	29	0	0	0	490	0	0	0	0	18	-46	890
Lợi nhuận khác###Other profits	238	-2565	-9319	-8758	-3024	-307	2770	-5379	-1056	599	-1796	-3125	-29220	-22381	1361	-1168	-7033	-29021	-1628	-14316	290	-5	-709	-943	214	-90	110	2996	1569	-11	495	943	711	535	5	178	-7	792	767	-143	45	123	2299	1876	-283	563	142	6985	174	260	277	6274	3705	3192	199	48	267	1595	2381	953	1738	1045	3051	0	0	0	0	2650	107	874
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	12848	3323	41783	6766	24199	9822	997	35794	13539	2778	11183	8294	57651	22575	12473	4775	16125	48350	11508	14928	2549	710	20963	22915	-2161	-299	507	22593	-5231	6501	9125	12253	16196	6485	4523	4407	782	27531	13587	5392	7503	565	31413	31609	6729	9139	7544	48319	13383	12603	10423	11911	44880	12512	11124	11595	9649	42749	11099	10931	8132	12566	42666	15533	6991	14082	6384	27448	13579	13967
Chi phí thuế TNDN###Corporate Income Tax Expenses	6426	2819	17723	7571	5930	3262	638	12303	5087	1941	2737	2538	26949	9691	10309	1960	4989	18247	7379	5441	795	283	6170	4111	92	0	133	5982	-2594	3155	2363	2804	4779	2346	1140	0	0	6875	0	0	0	168	6289	783	2213	2269	1891	7186	2304	1978	1455	1415	6080	1883	1504	1452	1176	8416	2596	1530	1138	3279	9880	5096	1957	5536	893	6351	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	4784	2819	17729	7577	5930	3262	638	15350	8117	1954	2739	2540	27027	9693	10312	1962	5060	18278	7386	5449	803	291	6201	4119	100	8	140	6061	-2581	3168	2376	2845	4923	2290	1158	1179	295	7104	3004	1501	1998	230	5680	853	1147	2269	1891	7186	2304	1978	1455	1415	6080	1504	1504	1452	1176	8416	2596	1530	1138	3280	9880	5096	1957	5536	893	6351	3364	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	1642	0	-6	-6	0	0	0	-3047	-3029	-13	-2	-2	-78	-2	-2	-2	-71	-32	-8	-8	-8	-8	-31	-8	-8	-8	-8	-80	-13	-13	-13	-40	-144	56	-18	527	-57	-229	-42	-62	-62	-62	609	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	6746	346	24313	-1000	18465	6794	376	24038	8601	918	8447	5811	31406	13000	2300	3024	11381	30878	4130	9487	1754	426	14826	18803	-2253	-298	375	16630	-2637	3346	6762	9449	11417	4138	3383	2701	543	20656	10625	3954	5568	397	25124	7413	5582	6870	5653	41133	11079	10624	8969	10496	38800	11008	9620	10143	8473	34333	8502	9400	6993	9286	32786	10436	5033	8546	5491	21096	10215	13967
---Cac Chi So Tai Chinh---																																																																						
EBITDA	-0.01	-0.26	0.35	0.35	0.47	-0.04	0.26	0.17	0.17	0.17	0.32	0.01	-0.09	-0.09	0.14	0.02	0.48	0.15	0.15	0.07	-0.15	0.15	0.18	0.18	0.28	0.51	0.79	0.87	0.87	0.98	0.95	0.82	0.75	0.75	0.51	0.69	0.67	0.50	0.50	0.38	0.37	0.62	0.86	0.86	0.92	1.06	0.92	1.10	1.10	1.56	1.29	1.22	1.17	1.17	1.08	1.29	1.39	1.49	1.49	1.54	1.41	1.29	-0.03	-0.03	-0.04	-0.03	-0.03	3.05	3.05	0.00
Giá giao dịch cuối quý###Last Price of Quarter	12.60	12.34	18.33	18.33	14.09	15.20	12.25	11.52	11.52	11.15	11.98	12.87	14.58	14.58	11.92	13.21	13.29	12.73	12.73	14.82	12.70	12.15	6.68	6.68	7.96	8.81	8.71	8.37	8.37	8.82	7.98	8.03	5.30	5.30	4.04	3.62	3.58	4.07	4.07	4.07	5.25	5.97	6.01	6.01	7.13	8.92	11.36	13.53	13.53	14.88	20.01	15.63	15.98	15.98	16.44	9.68	6.68	7.21	7.21	8.88	6.52	10.66	23.37	23.37	15.17	13.78	17.37	6.21	6.21	0.00
