CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	 2007	 2006
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-775	-668	-560	-560	-452	-345	-237	-129	-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-419	0	-419	-344	-270
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	0	0	0	0	0	0	0	0	0	12425	15045	15045	9067	9067	8811	10679	10679	14565	14565	18747	16264	16264	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21799	21652	21820	21820	21820	21820	18720	19470	16420	14707	14707	11968	10428	9188	9188	6018	6018
Tài sản dài hạn khác###Other long term assets	372184	389110	357957	357957	366442	395554	440684	348038	348038	430837	442966	410475	354761	354761	355853	353075	360131	266304	261720	268185	196580	74609	88344	91807	90660	78690	100439	22009	29532	24570	24418	22042	23907	24622	15922	15701	11297	10661	15053	6849	6094	2651	8789	8789	6138	5462	2620	2164	2164	2157	2149	2142	1959	1959	1680	1672	1665	7395	8458	394
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1350302	1267845	1188610	1173879	1188370	1276263	1269625	1426576	1425448	1284911	1350318	1281059	1320501	1316501	1173863	1219875	1182364	1319827	1313480	1111017	1042137	1121269	1186829	1060305	873591	982320	999007	942015	968257	1021142	962245	1054361	1053827	1043396	1093819	1011145	1021426	927635	914241	955617	904501	881907	760551	759952	778322	808171	739379	864091	864091	691339	578166	585302	550023	550023	561095	527814	534304	510040	456373	248961
Nợ phải trả ###Liabilities	1122047	1019405	945366	934949	963452	1057645	1029606	1186794	1179023	1045887	1116028	1038910	1084654	1079995	944413	990234	935358	1075045	1088094	886852	816826	892515	963240	938011	788378	779553	786726	721677	749267	794472	737701	838311	839513	826053	913523	798112	808692	715939	704324	739963	689825	674014	560472	559535	575974	616813	553910	691370	691370	522674	412409	436454	409194	379924	398912	366919	376904	361785	327074	128135
Nợ ngắn hạn###Short term Liabilities	730402	568881	531666	521248	547542	609603	504765	713981	712512	503984	629747	482001	535426	530767	402256	446409	416389	556076	569125	481881	435090	605736	663953	638725	539673	498240	327014	283306	310896	375099	304115	356227	303865	290405	421811	308659	321191	229081	217466	428002	409515	403083	355072	354987	371282	406555	382207	545727	545727	434964	324389	349037	324659	295819	323175	305948	344490	329165	262173	97876
Nợ dài hạn###Long term Liabilities	391644	450524	413701	413701	415910	448042	524841	472813	466511	541903	486282	556909	549228	549228	542156	543825	518969	518969	518969	404971	381736	286779	299287	299287	248705	281312	459712	438371	438371	419373	433586	482084	535648	535648	491711	489452	487501	486858	486858	311961	280310	270931	205400	204548	204692	210258	171703	145643	145643	87710	88020	87417	84534	84105	75737	60971	32414	32620	64901	30259
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	228255	248440	243243	238930	224918	218619	240019	239782	246425	239024	234290	242148	235847	236506	229450	229641	247006	244782	225386	224165	225312	228754	223589	122294	85213	202768	212281	220338	218990	226670	224544	216051	214314	217344	180296	213034	212734	211696	209917	215654	214676	207892	200079	200417	202349	191357	185470	172721	172721	168665	165757	148848	140830	170099	162182	160896	157399	148255	129299	120827
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	5628	6367	6367	6506	6506	6506	7384	7384	7384	7384	7384	8261	8261	8261	8261	8261	5096	5096	5096	5096	5096	5662	5662	5662	5662	5662	6229	6229	6229	6229	6229	0	0	0	0	0	0	0	0	0	0	-568	-568	0	-568	28501	19713	19713	19713	19787	0	294
Vốn chủ sở hữu ###Owners equity	228255	248440	243243	238930	224918	218619	240019	239782	240796	232657	227923	235642	229341	230000	222066	222258	239623	237399	218003	215903	217050	220493	215327	114032	80118	197672	207186	215242	213894	221007	218881	210388	208652	211681	174067	206804	206505	205467	203688	215654	214676	207892	200079	200417	202349	191357	185470	172721	172721	169233	166325	148848	141398	141598	142469	141183	137687	128468	129299	120532
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	5628	6367	6367	6506	6506	0	0	0	0	7384	0	0	0	0	8261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962245	1054361	1053827	1043396	1093819	1011145	1021426	927635	914241	955617	904501	881907	760551	759952	778322	808171	739379	864091	864091	691339	578166	585302	550023	550023	561095	527814	0	510040	456373	248961



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	 2007	 2006
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	534409	494278	2077359	594054	567164	466436	413479	1957178	638758	448585	495387	374155	1444347	380726	360066	389819	313759	1590548	478522	358136	317103	402056	1566351	348099	206344	459688	397441	1715321	479625	415217	406178	406201	1544327	535573	292595	300465	405873	1568359	621038	292808	445154	503902	1501326	405636	324149	402791	368749	1247564	353166	288079	330573	275747	1015911	196438	224707	270314	324452	967492	715666	535452
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	534409	494278	2077359	594054	567164	466436	413479	1957178	638758	448585	495387	374155	1444347	380726	360066	389819	313759	1590548	478522	358136	317103	402056	1566351	348099	206344	459688	397441	1715321	479625	415217	406178	406201	1544327	535573	292595	300465	405873	1568359	621038	292808	445154	503902	1501326	405636	324149	402791	368749	1247564	353166	288079	330573	275747	1015911	196438	224707	270314	324452	967492	715666	535452
Giá vốn hàng bán###Cost of goods sold	490675	446470	1841387	575788	497500	403085	357872	1740493	577892	396636	448162	317327	1228558	310794	311965	339674	269365	1353920	386936	306276	274064	350835	1363511	275135	291280	405677	353944	1469597	394533	369982	350010	352720	1303319	406298	279505	260326	356877	1400128	534377	263763	414745	445770	1291301	320017	292588	367697	321608	1039336	246394	267556	283653	241732	899257	157913	206122	248230	286991	820888	627249	469116
Lợi nhuận gộp###Gross profit	43734	47808	235972	18266	69664	63351	55607	216686	60866	51949	47226	56827	215789	69932	48101	50145	44394	236627	91586	51860	43039	51221	202840	72964	-84936	54010	43497	245724	85092	45235	56168	53481	241009	129275	13090	40139	48996	168231	86661	29045	30410	58132	210025	85619	31561	35094	47141	208228	106772	20522	46919	34015	116654	38525	18584	22084	37461	146603	88417	66337
Doanh thu hoạt động tài chính###Financial activities Revenues	346	14	698	340	16	321	21	627	306	16	286	18	598	237	20	277	115	585	443	25	23	93	173	38	44	29	62	200	39	35	78	48	359	49	34	87	189	4010	274	133	3058	678	17724	5964	5724	2526	3511	10837	3017	2738	3009	2074	13121	4174	3836	3424	1688	13434	421	319
Chi phí tài chính###Financial Expenses	9370	12245	51550	5121	15187	14831	14630	71796	18650	16320	20918	15908	58470	18613	15328	9584	14945	48784	14844	12297	13206	8694	46873	5940	9524	16996	10232	51354	10809	11568	13683	15294	71489	18187	17447	17466	18400	42290	19743	11527	10304	12243	31663	5886	10717	7897	7164	9119	2945	2176	2258	1740	3688	1261	1186	647	594	3962	4114	4696
Chi phí bán hàng###Selling Expenses	4189	3210	16968	4940	4851	3501	3676	18612	4450	4659	5577	3927	14124	3337	3663	3711	3415	16722	5485	4349	3289	3553	16665	3900	1994	5589	5183	23016	5784	5178	6197	5858	28528	10251	5697	5995	6585	23476	9754	4888	6245	7477	21611	5407	5198	5644	5361	16462	3946	4264	4412	3839	13217	2667	2992	2917	4641	20420	18194	13811
Chi phí quản lý doanh nghiệp###Managing Expenses	23862	25349	99853	-13494	40305	41821	31192	97564	26806	25209	16645	28802	122705	35869	28942	34584	23369	141338	45208	36845	29159	31124	139408	29822	22601	40942	36822	124350	41646	26251	25641	30823	111705	33024	24044	20822	24247	82599	34030	14171	21484	28899	85492	22801	19345	21107	22392	93555	37183	15012	20064	21296	66009	8073	17553	18419	21963	97591	48616	28975
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	6658	7017	68299	22039	9337	3519	6129	29340	11265	5777	4372	8209	21089	12350	189	2543	2780	30367	26492	-1606	-2591	7943	66	33341	-119010	-9487	-8678	47204	26892	2274	10725	1554	29645	67862	-34064	-4058	-47	23876	23408	-1408	-4566	10191	88983	57489	2026	2971	15734	99930	65714	1809	23194	9214	46862	30697	689	3525	11951	38064	17914	19174
Thu nhập khác###Other incomes	717	0	11498	10837	-78	769	58	830	776	2	106	0	555	504	3	49	0	1412	875	33	-1102	1617	2825	26330	1631	148	828	9469	3200	802	1279	4187	12961	3439	2149	4944	2430	41927	27324	3245	14220	226	29275	17278	3647	6563	1786	165142	160533	2829	635	1144	16782	13375	1026	1944	437	12143	7012	7508
Chi phí khác###Other Expenses	317	498	35903	9456	1386	1843	0	213	112	0	0	156	2338	2338	0	0	0	3002	487	-140	53	2937	2451	25756	176	175	206	5395	322	350	1297	3426	5254	1579	961	1714	999	29845	34021	533	609	0	15355	11915	1780	1137	523	159329	157618	760	526	425	11133	10229	0	807	96	9761	6099	7450
Lợi nhuận khác###Other profits	400	-498	-24405	1381	-1463	-1073	58	617	664	2	106	-156	-1783	-1835	3	49	0	-1590	388	172	-1155	-1320	374	574	1455	-27	622	4073	2879	452	-18	761	7707	1859	1187	3230	1431	12082	-6697	2712	13611	226	13920	5364	1868	5425	1264	5813	2915	2069	109	719	5649	3146	1026	1137	340	2382	913	58
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	7058	6519	43894	23420	7874	2446	6187	29957	11929	5779	4479	8053	19306	10515	192	2592	2780	28777	26880	-1434	-3746	6623	440	33915	-117555	-9514	-8056	51278	29771	2726	10707	2316	37353	69721	-32876	-828	1384	35958	16711	1304	9045	10417	102903	102903	3894	8397	16998	105743	68629	3877	23303	9933	52511	33843	1715	4662	12291	40446	18827	19231
Chi phí thuế TNDN###Corporate Income Tax Expenses	2033	1323	18685	9408	1575	6810	1237	8208	3790	1046	890	1752	7998	2582	383	592	556	6706	5488	-287	-303	1457	355	0	0	0	0	11209	6550	600	2214	579	8636	9568	-139	0	0	9763	0	0	0	2604	25122	14700	973	5200	4249	26819	17540	969	5826	2483	13310	8643	429	1165	3073	11244	5419	5385
Chi phí thuế TNDN###Corporate Income Tax Expenses	2033	1323	19359	9408	1575	7485	1237	7534	3790	1046	890	1752	7998	2582	383	592	556	6706	5488	-287	-303	1457	355	0	0	0	0	11209	6550	600	2214	579	8636	9568	-139	-1127	346	9763	4178	326	2261	2604	25122	14700	973	2509	4249	26819	17540	969	5826	2483	13310	8643	429	1165	3073	11244	5419	5385
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-674	0	0	-674	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	5025	5197	25210	14012	6299	-4365	4950	21749	8140	4733	3588	0	11307	0	0	0	0	22071	21392	-1147	-3443	5166	86	33915	-117555	-9514	-8056	40069	23221	2126	8493	1737	28717	60153	-32737	300	1038	26195	12533	978	6784	7813	77781	48153	2920	5888	12748	78924	51089	2908	17477	7450	39202	25200	1286	3496	9218	29202	13408	13846
---Cac Chi So Tai Chinh---																																																												
EBITDA	0.26	0.65	0.16	0.16	0.43	-0.08	0.02	-0.01	-0.01	-0.05	0.15	0.24	0.50	0.50	0.48	0.72	0.14	0.61	0.61	0.59	0.71	1.17	0.96	0.96	0.81	0.74	0.15	0.27	0.27	0.17	0.23	0.25	0.15	0.15	0.51	0.33	0.61	0.76	0.76	0.79	0.95	0.75	0.74	0.74	0.64	0.73	0.76	0.62	0.62	0.83	0.81	0.85	1.03	1.03	1.18	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	7.30	4.53	6.56	6.56	7.12	7.21	6.09	4.55	4.55	3.86	3.95	3.50	3.58	3.58	4.44	4.12	3.73	4.08	4.08	4.92	4.90	3.81	4.55	4.55	4.55	5.00	5.21	4.03	4.03	3.95	3.75	4.58	3.23	3.23	2.91	3.66	3.16	3.13	3.13	3.16	3.48	3.49	2.48	2.48	2.73	2.84	2.65	2.81	2.81	3.24	3.64	3.19	3.17	3.17	3.53	0.00	0.00	0.00	0.00	0.00
