CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-380	-363	-347	-347	-312	-276	-252	-228	-228	-204	-180	-156	-132	-132	-105	-78	-52	-25	-25	-17	-15	-12	-10	-10	-7	-5	-2	0	0	0	0	0	0	0	0	-8	-3	0	0
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản dài hạn khác###Other long term assets	2383	1566	2651	2651	3033	4015	5217	6409	7572	7608	8863	8748	9931	9931	11157	12344	1127	1339	1339	883	991	1305	1556	1556	2294	1813	2180	2476	2476	2443	1297	1244	1151	1151	1115	996	1429	600	510
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1968311	2009143	2085171	2085171	2203624	2205664	2230811	2312276	2313332	2389334	2346438	2380629	2473073	2473073	2526592	2528266	2568959	2645699	2645699	2718631	2736928	2785015	2912982	2912982	3163207	3138290	3097725	3205653	3205653	3267263	3039240	2997843	2926555	2928449	2865926	2532525	1945993	1435742	1181530
Nợ phải trả ###Liabilities	910527	761385	831819	831819	1032834	1163680	1009541	1078031	1077982	1215164	1282402	1190408	1256011	1256011	1376677	1476254	1403824	1468421	1468421	1594688	1710873	1602371	1676013	1676013	1975592	2073670	1898648	1983875	1989195	2103273	1976977	1988858	1845752	1846560	1817242	1486691	1029691	641209	472790
Nợ ngắn hạn###Short term Liabilities	416402	230721	264616	264616	409092	483399	279721	298672	298623	365266	361965	221432	238496	238496	307623	355661	243692	268750	268750	349478	420124	277083	316186	316186	590715	688611	538545	640220	645540	613037	519372	632095	591505	592313	445297	397060	278513	171984	110999
Nợ dài hạn###Long term Liabilities	494125	530664	567203	567203	623742	680281	729820	779359	779359	849898	920437	968976	1017515	1017515	1069054	1120593	1160132	1199671	1199671	1245210	1290749	1325288	1359827	1359827	1384877	1385059	1360103	1343655	1343655	1490236	1457605	1356763	1254247	1254247	1371945	1089631	751179	469225	361791
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	1057784	1247758	1253352	1253352	1170791	1041984	1221270	1234245	1235350	1174171	1064036	1190221	1217063	1217063	1149915	1052012	1165135	1177278	1177278	1123943	1026056	1182644	1236970	1236970	1187615	1064620	1199076	1221778	1216458	1163990	1062264	1008985	1080803	1081889	1048684	1045834	916302	794533	708740
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	1057784	1247758	1253352	1253352	1170791	1041984	1221270	1234245	1235350	1174171	1064036	1190221	1217063	1217063	1149915	1052012	1165135	1177278	1177278	1123943	1026056	1182644	1236970	1236970	1187615	1064620	1199076	1221778	1216458	1163990	1062264	1008985	1080803	1081889	1048684	1045834	916302	794533	708740
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3039240	2997843	2926555	0	0	2532525	1945993	1435742	0



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	92109	81544	643027	201370	253740	114010	73907	619287	177859	231833	147852	61743	619950	183662	212019	141813	79469	512967	171652	210714	94467	36134	594685	177257	235168	112352	69908	596444	176713	219678	139311	60742	194095	60661	56068	177160	155442	65934	0
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	2986	0	0	-2986	2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	92109	81544	643027	201370	253740	114010	73907	619287	177859	231833	147852	61743	616964	183662	212019	144800	76483	512967	171652	210714	94467	36134	594685	177257	235168	112352	69908	596444	176713	219678	139311	60742	194095	60661	56068	177160	155442	65934	0
Giá vốn hàng bán###Cost of goods sold	67512	67340	318357	88568	94555	72253	62981	309275	83490	87271	74993	62358	302130	82885	81573	76807	60866	274265	80255	78312	61266	54431	257514	74809	70965	57196	54544	221140	73115	71907	48444	33274	71782	20542	18336	66351	65353	32542	0
Lợi nhuận gộp###Gross profit	24597	14203	324670	112802	159185	41757	10926	310012	94368	144562	72859	-614	314833	100777	130446	67993	15617	238702	91397	132402	33201	-18298	337172	102448	164203	55156	15364	375304	103597	147771	90867	27469	122313	40120	37733	110810	90089	33392	0
Doanh thu hoạt động tài chính###Financial activities Revenues	1079	969	3298	203	877	1137	1082	928	235	30	307	356	867	337	176	249	67	900	399	45	210	246	886	595	58	71	163	5364	489	4769	47	59	6441	626	1054	13661	7841	19663	14488
Chi phí tài chính###Financial Expenses	14875	16148	77200	17290	19137	20019	20755	89773	21928	23498	22524	21823	97536	23153	24180	27165	22999	115670	29135	27695	27410	31430	131829	32104	34679	32552	32495	126737	38198	39616	31777	17145	11046	2361	2221	17649	22198	17893	0
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	4896	4660	23101	8803	5321	4706	4272	23913	8408	5147	5598	4760	25734	8819	5813	6273	4829	22322	7631	5004	4842	4844	32389	12856	7737	6366	5430	27511	11075	9478	4367	2592	14405	5179	2905	13541	10627	5565	1074
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	5904	-5636	227667	86913	135604	18169	-13018	197255	64268	115948	45044	-26842	192431	69142	100630	34803	-12143	101610	55030	99747	1158	-54326	173839	58083	121845	16310	-22398	226419	54814	103445	54769	7790	103304	33205	33661	93281	65104	29597	13413
Thu nhập khác###Other incomes	88	41	211	7	4	156	44	203	153	0	50	0	649	22	553	74	0	542	342	198	2	0	3069	0	2959	93	16	2358	1698	38	2	620	1075	3	0	1976	452	8	0
Chi phí khác###Other Expenses	0	0	1	0	1	0	0	9	9	0	0	0	1423	0	1420	3	0	2	0	2	0	0	7423	7421	0	2	1	2335	2328	0	0	8	3	3	0	5	438	415	0
Lợi nhuận khác###Other profits	88	41	210	7	3	156	44	194	144	0	50	0	-774	22	-867	71	0	540	342	197	2	0	-4355	-7421	2959	91	16	23	-629	38	2	612	1072	0	0	1971	14	-407	0
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	5992	-5595	227877	86920	135607	18325	-12975	197449	64412	115948	45094	-26842	191657	69164	99763	34874	-12143	102150	55372	99944	1160	-54326	169484	50662	124805	16401	-22383	226441	54185	103484	54771	8401	104376	33205	33661	95252	65119	29190	13413
Chi phí thuế TNDN###Corporate Income Tax Expenses	45	0	11449	4358	6800	291	0	9934	3233	5812	947	0	6404	2016	1860	2528	0	4094	2037	2057	0	0	4923	1307	1810	1488	319	6329	1717	1757	1493	1082	158	0	0	3940	2027	4814	2535
Chi phí thuế TNDN###Corporate Income Tax Expenses	45	0	11449	4358	6800	291	0	9934	3233	5812	947	0	6404	2016	1860	2528	0	4094	2037	2057	0	0	4923	1307	1810	1488	319	6329	1717	1757	1493	1082	158	0	0	3940	2027	4814	2535
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	5947	-5595	216428	82562	128807	18034	-12975	187515	61179	110135	44147	-26842	185253	67148	97903	32346	-12143	98056	53335	97887	1160	-54326	164561	49355	122995	14913	-22702	220113	52468	101727	53278	7320	104218	33205	33661	91312	63091	24376	10878
---Cac Chi So Tai Chinh---																																							
EBITDA	0.17	-0.03	0.04	0.04	0.22	0.25	0.01	0.08	0.08	-0.14	-0.11	-0.14	-0.40	-0.40	0.14	-0.03	-0.06	-0.01	-0.01	0.08	0.11	0.17	0.17	0.17	0.22	0.37	0.47	0.47	0.47	0.47	0.42	0.27	0.45	0.45	0.67	0.59	0.58	1.61	0.00
Giá giao dịch cuối quý###Last Price of Quarter	25.50	21.50	21.50	21.50	22.50	21.08	20.16	20.25	20.25	19.84	19.98	19.44	19.14	19.14	18.72	18.32	15.77	15.85	15.85	15.61	14.90	13.78	13.93	13.93	13.71	13.20	12.88	13.89	13.89	10.64	7.59	8.24	6.44	6.44	4.83	3.86	2.45	3.67	0.00
