CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	1385	1385	1385	1385	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	1538	5271	5271	5271	5208	5208	5151	5151	5151	3488	3488	3488	4004	4004	4266	4266	3549	3549	3807	7534	7534	7534	7534	7534	7534	7534	7534	7344	7344	6734	6734	6734	6734	6734	6734	5734	5734	5734	5734	5734	5734	5734	5734	5734	7867
Tài sản dài hạn khác###Other long term assets	8353	8697	9201	9201	2927	2927	3032	3084	3084	3025	900	646	692	692	737	183	229	275	275	320	366	412	458	458	503	0	46	92	92	153	199	229	275	274	339	385	431	476	476	522	19	19	19	19	19	19	79	79	79	97	108	97	91	91	105	117	99	122	95	176	188	177	158	158	146	139	143	41	41	38
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	255815	285634	275542	275862	275105	263291	271933	273244	273245	215845	209533	209547	221199	221199	195902	178300	178722	189369	189369	184613	164594	160244	168478	168478	166040	151952	149303	144869	144869	137638	142447	138769	140006	140006	139809	142549	145518	145418	145418	157300	136466	137321	134232	134094	128207	125010	137863	107652	107852	101601	94065	97273	98129	98129	84144	83645	89097	83403	91206	84805	76539	72100	56642	56642	56260	51937	50689	53458	53458	47261
Nợ phải trả ###Liabilities	143014	171159	163412	163736	171886	165129	180639	167443	167443	115621	114836	102957	119878	119878	99045	86339	92850	91864	91864	92743	76446	70001	82122	82122	83667	71523	73955	65717	65717	61305	68183	65699	63487	63487	67379	71550	70008	71043	71043	86279	68151	66509	65853	66297	62140	62151	87303	60016	59687	56062	52222	54304	57374	57488	45489	45645	50013	46444	54273	48535	41299	38423	22111	22619	23583	19800	19111	20040	20750	15490
Nợ ngắn hạn###Short term Liabilities	106292	130201	125993	109152	131096	133857	102255	152814	152814	102452	101817	89908	107659	107659	87132	75108	81589	82064	82064	82824	65851	59356	73498	73498	74993	62819	64990	56762	56762	53580	60458	58054	55587	55587	59294	63464	60502	61668	61668	72981	59782	58121	57469	57914	53937	55227	80620	53403	53073	43539	36814	35664	38197	38311	39119	41119	40855	36607	44435	41634	41298	38422	22110	22618	23578	19795	19106	20036	20747	15490
Nợ dài hạn###Long term Liabilities	36722	40958	37418	54584	40790	31271	78384	14629	14629	13169	13019	13049	12219	12219	11913	11231	11261	9800	9800	9919	10595	10645	8625	8625	8675	8705	8965	8955	8955	7725	7725	7645	7900	7900	8085	8085	9505	9375	9375	13298	8368	8388	8383	8383	8203	6923	6683	6613	6613	12523	15409	18640	19177	19177	6369	4526	9158	9838	9838	6900	0	0	0	0	5	5	5	4	4	0
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	112801	114475	112130	112125	103219	98162	91294	105801	105802	100225	94697	106590	101321	101321	96857	91961	85872	97506	97506	91871	88148	90244	86355	86355	82373	80429	75348	79153	79153	76333	74264	73070	76520	76520	72430	71000	75510	74375	74375	71021	68315	70812	68379	67797	66067	62860	50560	47636	48165	45539	41843	42969	40755	40641	38655	38000	39083	36959	36932	36271	35241	33677	34531	34023	32678	32138	31578	33418	32708	31771
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-114	23	345	-742	-463	-463	-375	-140	32	0	-508	-777	-689	-1169	0	-711	-255
Vốn chủ sở hữu ###Owners equity	112801	114475	112130	112125	103219	98162	91294	105801	105802	100225	94697	106590	101321	101321	96857	91961	85872	97506	97506	91871	88148	90244	86355	86355	82373	80429	75348	79153	79153	76333	74264	73070	76520	76520	72430	71000	75510	74375	74375	71021	68315	70812	68379	67797	66067	62860	50560	47636	48165	45539	41843	42969	40755	40755	38632	37655	39826	37421	37395	36646	35380	33645	34531	34531	32474	32827	32747	33418	33418	32026
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142447	138769	140006	140006	139809	142549	145518	145843	145418	157300	136466	137321	134232	134094	128207	125010	137117	107652	107852	101601	94056	97273	98129	97473	84144	83645	89097	83403	91206	84805	76539	72100	56642	56660	56260	51937	50689	53458	53458	47261



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	160670	197785	1122396	244330	293172	302222	283041	1169534	304514	274146	317796	273078	1024181	283258	268255	242105	230563	797322	243798	188942	188284	176299	882909	205356	202897	259010	215647	1126700	241244	307667	307667	299125	1281444	329885	307197	325916	318446	1203357	324404	297186	296412	285355	1118768	220985	275284	296294	237492	804792	220985	197606	195951	190250	528561	188044	134411	109021	97085	446565	123846	108882	118853	94983	260841	78596	60173	64569	57503	258067	71265	192413
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	160670	197785	1122396	244330	293172	302222	283041	1169534	304514	274146	317796	273078	1024181	283258	268255	242105	230563	797322	243798	188942	188284	176299	882909	205356	202897	259010	215647	1126700	241244	307667	307667	299125	1281444	329885	307197	325916	318446	1203357	324404	297186	296412	285355	1118768	220985	275284	296294	237492	804792	220985	197606	195951	190250	528561	188044	134411	109021	97085	446565	123846	108882	118853	94983	260841	78596	60173	64569	57503	258067	71265	192413
Giá vốn hàng bán###Cost of goods sold	145940	183996	1049804	223874	276717	282286	267210	1104538	288094	259298	299192	257954	961150	270516	251267	223187	216181	736237	228718	174057	171215	162248	828192	193693	190384	242649	201467	1091692	231522	300295	300295	289766	1247853	320284	298940	317780	310849	1165618	312409	289401	286806	277003	1080994	212819	266772	288051	227631	775399	212819	190332	188459	183789	503155	179630	128942	103965	90617	426219	118428	104021	114052	89718	248846	75061	57581	62010	54148	245852	66650	181526
Lợi nhuận gộp###Gross profit	14730	13789	72593	20456	16455	19936	15831	64997	16420	14849	18604	15124	63031	12743	16988	18918	14383	61085	15080	14885	17069	14051	54717	11663	12512	16362	14180	35008	9723	7372	7372	9359	33591	9602	8257	8135	7598	37739	11995	7786	9607	8352	37774	8165	8513	8244	9861	29393	8165	7274	7492	6461	25407	8414	5468	5056	6468	20345	5419	4861	4801	5265	11995	3535	2592	2559	3356	12216	4614	10887
Doanh thu hoạt động tài chính###Financial activities Revenues	8	11	21	7	5	4	4	217	5	27	16	169	733	40	165	239	289	883	253	288	328	14	1406	771	40	481	114	620	231	178	178	30	316	155	84	32	45	788	91	346	90	261	1845	151	697	669	246	721	111	227	318	26	420	44	36	32	308	319	405	89	111	95	362	123	20	153	61	124	14	147
Chi phí tài chính###Financial Expenses	1496	2026	4945	1185	1206	1360	1193	1003	282	200	331	190	831	290	178	176	188	549	221	121	149	57	-1443	234	101	-1917	140	681	-15	110	110	423	-1267	-1469	100	-12	115	-134	227	128	-735	246	4167	344	63	27	57	1057	344	337	219	158	2693	1375	155	590	572	3259	1610	1095	776	157	604	122	135	170	142	1290	148	1304
Chi phí bán hàng###Selling Expenses	5311	5105	24188	5808	5991	6444	5945	22229	4072	4973	7394	5790	23786	6066	7104	4718	5898	26755	9776	6108	7286	3585	23868	4890	5818	8604	4557	15284	3665	3916	3916	3880	16530	4022	4211	4247	4050	15973	5066	3809	3728	3376	14622	3252	3790	3178	4383	11106	3252	3066	2370	2419	9326	2768	2371	2017	2170	5583	1823	1302	1328	1130	3206	1243	676	709	629	2675	847	2008
Chi phí quản lý doanh nghiệp###Managing Expenses	3877	3802	16306	6359	3511	4449	2073	15264	5307	2865	3766	3326	14448	1267	3754	6638	2790	16210	1988	4791	3705	5726	17227	2373	4322	3886	6646	9620	2651	2319	2319	2563	8011	1931	2080	2060	1939	8980	3549	1633	2050	1748	7434	2122	1925	1711	2150	6405	2122	1157	1816	1310	4987	1386	1457	1009	1135	5234	1527	1082	875	1750	3984	1057	972	799	1156	3098	1037	3539
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	4053	2867	27175	7110	5753	7687	6625	26717	6764	6837	7129	5987	24699	5160	6117	7627	5796	18454	3347	4154	6256	4697	16470	4938	2311	6270	2952	10043	3652	1205	1205	2523	10634	5273	1949	1873	1539	13708	3245	2562	4654	3243	13396	2599	3431	3997	3518	11546	2559	2941	3406	2601	8821	2929	1521	1471	2900	6589	864	1470	1933	2322	4563	1236	828	1035	1489	5277	2597	4184
Thu nhập khác###Other incomes	258	294	1923	271	672	980	0	1468	200	408	260	600	822	518	3	3	299	5747	4750	690	10	377	1037	334	181	244	278	439	0	350	350	87	415	382	32	0	0	1390	25	1365	0	0	1213	41	828	0	384	515	41	104	16	355	231	17	0	2	212	143	30	0	74	8	229	9	2	112	106	164	35	496
Chi phí khác###Other Expenses	83	219	117	9	96	12	0	236	0	235	1	0	37	34	0	0	2	1233	999	182	42	89	72	70	0	0	2	12	11	1	1	0	278	154	62	62	0	589	46	538	0	0	18	10	15	0	3	16	10	0	3	3	295	72	220	2	2	27	23	1	3	0	102	0	0	0	15	0	0	55
Lợi nhuận khác###Other profits	175	75	1807	262	577	968	0	1232	200	173	259	600	785	483	3	3	297	4514	3751	507	-32	288	965	264	181	244	276	427	-11	349	349	87	137	228	-29	-62	0	801	-21	827	0	0	1195	31	814	0	381	499	31	104	13	352	-64	-55	-220	1	210	116	8	-1	71	8	127	9	2	112	90	164	35	440
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	4228	2943	28982	7372	6329	8655	6625	27950	6964	7010	7388	6587	25484	5643	6120	7629	6093	22968	7098	4661	6224	4985	17435	5201	2492	6514	3227	10470	3641	1555	1555	2610	10771	5502	1920	1810	1539	14508	3224	3388	4654	3243	14591	2629	4245	3997	3899	12045	2589	3045	3419	2952	8757	2874	1301	1472	3110	6705	872	1468	2004	2331	4690	1245	830	1147	1579	5441	2632	4624
Chi phí thuế TNDN###Corporate Income Tax Expenses	900	598	5886	1506	1273	1787	1325	5691	1386	1482	1504	1317	5162	1179	1224	1540	1219	4649	1463	938	1151	1097	3910	1219	548	1433	710	2350	821	360	360	574	2790	1412	490	0	0	3560	0	0	0	811	3586	690	1065	900	975	1403	-36	-651	784	738	2149	713	0	368	706	926	122	206	268	326	641	174	202	160	221	1523	736	870
Chi phí thuế TNDN###Corporate Income Tax Expenses	900	598	5886	1506	1273	1787	1325	5691	1386	1482	1504	1317	5162	1179	1224	1540	1219	4649	1463	938	1151	1097	3910	1219	548	1433	710	2350	821	360	360	574	2790	1412	490	504	385	3560	904	682	1163	811	3586	533	1065	897	975	1403	-36	-651	784	738	2149	751	324	368	706	926	122	206	268	326	641	174	202	161	221	1523	737	870
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	3329	2345	23096	5866	5057	6868	5300	22259	5577	5528	5884	5270	20323	4464	4896	6089	4874	18320	5635	3723	5074	3888	13525	3982	1944	5081	2517	8119	2819	1195	1195	2036	7980	4090	1430	1306	1154	10948	2319	2706	3490	2432	11005	2097	3180	3100	2924	10642	2626	3696	2635	2214	6608	2123	977	1104	2404	5778	750	1263	1736	2004	4049	1071	628	986	1358	3917	1895	3754
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.17	0.12	0.30	0.30	-0.26	-0.14	-0.04	-0.06	-0.06	0.04	0.20	0.48	0.92	0.92	1.08	0.21	0.68	0.21	0.21	0.31	0.21	0.07	0.00	0.00	-0.10	-0.19	0.03	0.64	0.64	0.93	0.76	1.37	0.57	0.57	0.24	0.12	0.11	0.17	0.17	0.30	0.33	0.26	0.08	0.08	-0.02	0.01	0.39	0.44	0.44	0.82	0.83	0.82	0.79	0.79	0.85	0.98	0.95	1.06	1.06	1.03	1.23	1.19	0.06	0.06	-0.03	-0.03	-0.03	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	25.96	26.05	27.16	27.16	27.16	28.01	26.39	28.62	28.62	33.64	42.39	29.41	19.82	19.82	18.90	16.59	15.76	9.41	9.41	9.53	7.99	7.36	7.44	7.44	6.41	6.27	6.05	4.37	4.37	4.03	4.06	4.30	3.40	3.40	3.08	3.43	3.91	2.58	2.58	2.90	3.29	3.20	2.34	2.34	2.21	6.77	7.91	6.95	6.95	6.97	4.44	2.89	2.42	2.42	2.87	2.65	1.44	1.37	1.37	2.43	1.50	2.51	4.88	4.88	3.91	3.50	6.13	3.62	3.62	0.00
