CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	67007	66510	65556	65556	69350	68735	65301	66370	66306	67307	67276	69067	70498	70474	88636	90041	71176	68078	67894	66324	56509	47275	61120	44570	58564	60081	37182	37182	37182	39197	36613	29216	29216	29216	14247	14146	14099	14079	14079	13586	13420	13610	12610	12610	8686	8686	6686	5886	5886	2886	4386	3386	2886	2886	4600	4600	4475	4475	4475	4100	2200	2200	1600	1600	600	600	600	0	0	0
Tài sản dài hạn khác###Other long term assets	28033	25026	22406	24638	23015	22531	21076	21163	21161	21246	21332	21413	21575	21441	9110	9199	9060	8873	8873	8889	8860	8888	8850	8850	9075	8838	9592	9493	9493	6222	4587	4283	4476	4230	4563	4593	5102	5734	6530	6256	6771	7658	7797	3252	2251	1037	1394	1868	1868	2038	938	1418	2062	2038	426	538	623	776	725	110	140	170	243	243	230	0	0	0	0	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1397454	1293343	1167775	1170364	1043667	972976	960931	945033	945765	953685	934601	839943	778984	779492	777828	739404	752727	782899	782317	788220	700117	614505	609978	593428	507585	479333	381426	441477	441477	445786	468661	441533	431540	431294	447443	430763	360602	364210	366144	326762	319416	323255	335338	335338	370547	301345	265388	257038	258674	196266	245083	228376	196266	196328	195043	161037	158704	153262	153667	143989	151860	136259	72302	72302	63145	50283	34755	43798	43761	40820
Nợ phải trả ###Liabilities	865232	764304	642626	641930	523836	449908	451975	444347	445063	476500	477992	456776	403800	403786	422973	400439	425848	459862	459465	475078	398789	328105	329175	319830	263316	243439	194353	254875	254875	301463	322460	308251	300632	300620	304182	291745	227616	232246	234169	202245	191293	204473	214311	214311	259434	196357	168105	152565	154081	102998	149363	137385	102998	100612	102314	73807	74653	65377	65860	58380	67372	50651	54760	54760	46976	36141	19975	29916	29669	30069
Nợ ngắn hạn###Short term Liabilities	357959	327911	273873	273176	239181	193461	235064	227437	228153	237590	249582	217866	164890	164876	155719	126185	151562	185576	185179	215348	205788	207155	213059	203921	179865	189266	193393	253865	232673	265366	300625	271781	278387	264080	270968	281892	200304	218883	205851	195417	183830	198011	207670	206569	250072	186449	159504	145460	146976	96738	141709	131140	96738	95774	102077	73570	74416	63781	65501	57855	66904	50243	53253	53253	46673	35868	19747	29737	25153	30069
Nợ dài hạn###Long term Liabilities	507273	436394	368753	368753	284654	256447	216910	216910	216910	238910	228410	238910	238910	238910	267253	274253	274286	274286	274286	259730	193001	120950	116116	115909	83451	54172	960	1010	22202	36097	21835	36470	22245	36540	33214	9853	27312	13363	28318	6828	7463	6463	6641	7742	9362	9908	8601	7105	7105	6260	7655	6245	6260	4838	237	237	237	1596	359	526	468	408	1508	1508	302	273	228	180	4516	0
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6710	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	532222	529038	525149	528435	519832	523069	508957	500686	500702	477186	456609	383167	375184	375706	354856	338965	326879	323037	322853	313142	301328	286400	280803	273598	244269	235894	187073	186602	186602	144323	146201	133282	130908	130674	143260	139018	132986	131964	131976	124517	128123	118782	121027	121027	111113	104987	97283	104473	104593	93268	95720	90991	93268	95716	92730	87230	84051	87885	87808	85609	84488	85608	17542	17542	16169	14142	14780	13882	14092	10751
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	1125	0	0	378	0	0	0	0	0	254	0	0	0	0	0	8
Vốn chủ sở hữu ###Owners equity	532222	529038	525149	528435	519832	523069	508957	500686	500702	477186	456609	383167	375184	375706	354856	338965	326879	323037	322853	313142	301328	286400	280803	273598	244269	235894	187073	186602	186602	144323	146201	133282	130908	130674	143260	139018	132986	131964	131976	124517	128123	118782	121027	121027	111113	104987	97283	104473	104593	93268	95720	90991	93268	94763	91604	87230	84051	87507	87808	85609	84488	85608	17542	17288	16169	14142	14780	13882	14092	10743
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468661	441533	431540	431294	447443	430763	360602	364210	366144	326762	319416	323255	335338	335338	370547	301345	265388	257038	258674	246828	245083	228376	196266	196328	195043	161037	158704	153262	153667	143989	151860	136259	72302	72302	63145	50283	34755	43798	43798	40820



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	71004	48330	411051	81148	98843	126542	101074	385671	159313	96681	66991	62565	289834	74714	75105	73456	62984	316584	85560	78727	66575	85722	484370	137863	108066	120357	118084	425855	113968	132047	88864	90977	651521	117904	149816	215816	167985	598852	177075	211820	109479	100478	613288	211495	174471	172637	54685	442859	117604	132896	118062	74297	245038	97290	80158	46075	21522	174834	69837	41278	41030	22688	127991	63741	25887	27260	11103	102206	41107	103531
Các khoản giảm trừ doanh thu###Deduction revenues	1212	0	1817	0	0	22	0	123	0	0	3	0	3745	0	0	0	0	9522	4639	139	1183	3562	20929	16796	36	65	4032	4365	319	660	3359	27	4125	339	714	165	2907	112	112	0	0	0	507	111	0	396	0	791	773	17	0	0	196	84	0	0	112	2022	1236	0	786	0	1059	654	0	31	374	289	170	1350
Doanh thu thuần###Net Sales	69792	48330	409234	81148	98843	126520	101074	385548	159313	96681	66988	62565	286089	74714	75105	73456	62984	307062	80922	78588	65392	82161	463441	121067	108030	120291	114053	421491	113648	131387	85505	90950	647397	117565	149102	215651	165079	598740	176963	211820	109479	100478	612781	211384	174471	172240	54685	442068	116831	132878	118062	74297	244842	97206	80158	46075	21410	172812	68601	41278	40244	22688	126932	63087	25887	27230	10729	101917	40937	102181
Giá vốn hàng bán###Cost of goods sold	54200	29959	343810	66025	83944	110951	82887	300478	139202	69462	45620	46193	204879	52367	51415	55089	46013	267389	75046	63961	62330	66051	438813	123424	93687	109253	103643	374248	107764	107866	78800	79818	530314	62034	114678	201364	152238	520304	154427	178031	97198	90649	555648	190499	160602	156885	47661	405175	106936	123594	108131	66514	228080	90334	75280	43788	18682	151391	63963	39036	31401	18074	114820	59320	22271	24232	9004	93795	38535	97707
Lợi nhuận gộp###Gross profit	15591	18371	65424	15123	14898	15569	18187	85070	20112	27219	21368	16372	81210	22347	23690	18367	16971	39673	5876	14627	3062	16110	24628	-2356	14342	11039	10409	47243	5885	23521	6705	11132	117083	55531	34424	14287	12841	78435	22536	33789	12281	9829	57133	20885	13870	15355	7023	36893	9895	9285	9931	7782	16762	6872	4878	2287	2728	21420	4638	2242	8842	4614	12112	3767	3615	2997	1724	8122	2401	4473
Doanh thu hoạt động tài chính###Financial activities Revenues	4791	600	24849	11375	1088	5307	7079	29518	8429	2727	3853	14509	17717	3679	3353	7926	2760	9642	1993	193	6070	1387	3587	290	115	1273	1908	5011	657	545	1798	2011	1581	347	74	460	700	592	123	66	50	353	221	47	36	63	74	638	151	32	244	211	1414	541	221	358	294	2016	324	640	952	101	397	195	11	176	14	716	349	1495
Chi phí tài chính###Financial Expenses	10575	7822	29332	7494	7173	7430	6590	29658	7969	7518	7403	6768	32196	7499	8053	8599	7613	2319	1261	-164	496	726	3455	16355	2283	-251	555	5428	3853	657	433	485	3201	682	474	941	1104	6814	1376	1823	2388	1215	10525	3615	2559	2692	1660	4776	1392	1279	1311	683	-4966	393	-2629	-2752	22	7832	6	93	139	259	967	326	233	281	127	1028	343	445
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	4692	2569	16946	8747	3239	1638	3322	13998	2614	3183	4419	3782	13230	-846	2771	8348	2954	13384	4810	3118	1552	3904	-14927	-23435	4105	1322	3082	18081	8503	5209	-489	4858	96323	51809	27693	11948	5120	55340	13981	30700	5256	5403	21142	6845	5070	4605	4622	14705	4688	3275	3586	3155	9465	3665	2112	2139	1549	7389	2174	1466	8068	1990	5865	1914	1269	1845	836	3234	1383	2710
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	5612	9533	42982	6463	5988	15243	14285	66804	16956	19277	11607	18901	57021	21671	15914	9861	10153	38222	3367	12404	9400	12866	40750	5015	8070	11242	8680	28745	-5814	18199	8560	7800	19140	3388	6331	1859	7316	16873	7303	1332	4688	3564	25687	10473	6277	8122	816	18051	3967	4762	5278	4155	13677	3355	5615	3258	1451	8216	2782	1323	1588	2466	5677	1722	2125	1047	776	4576	1024	2813
Thu nhập khác###Other incomes	-1940	3045	1142	461	714	1	0	3359	1239	322	1146	651	4068	169	853	2968	78	8999	7535	1428	19	44	11285	11305	1187	176	40	14536	12176	547	1285	630	6372	878	4399	426	669	3541	906	406	717	1513	654	122	260	255	18	865	96	721	17	31	567	72	246	239	3	328	0	33	251	44	115	14	15	71	14	39	15	618
Chi phí khác###Other Expenses	-2408	2447	2810	414	37	106	233	166	86	73	6	1	139	14	14	112	0	1131	19	680	323	135	149	1413	88	49	22	2638	-852	3324	261	5	2454	264	1014	1098	78	1190	155	261	647	127	478	119	84	256	19	724	13	665	47	0	278	194	12	17	54	10	0	0	1	9	56	2	0	53	0	0	0	1
Lợi nhuận khác###Other profits	468	598	-1668	47	677	-105	-232	3193	1153	250	1140	650	3929	155	839	2856	78	7868	7515	748	-304	-91	11136	9892	1100	127	18	11898	13027	-2777	1024	624	3918	614	3384	-672	591	2351	751	146	70	1385	176	3	175	-1	-1	140	83	56	-29	31	290	-122	234	222	-51	318	0	33	250	35	59	12	15	18	14	39	15	617
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	6080	10131	41314	6510	6666	15138	14053	69996	18109	19527	12747	19551	60950	21826	16753	12717	10231	46090	10883	13151	9096	12775	51886	14906	9169	11368	8699	40643	7213	15422	9584	8425	23058	4002	9716	1187	7907	19225	8054	1477	4757	4949	25863	10476	6452	8120	814	18191	4050	4818	5248	4185	13967	3233	5850	3480	1400	8534	2782	1356	1838	2501	5736	1734	2140	1065	790	4615	1040	3430
Chi phí thuế TNDN###Corporate Income Tax Expenses	2897	3042	6270	1407	822	1955	782	3616	1406	1540	522	68	2780	945	863	631	397	4739	1172	1337	577	1652	2155	-187	794	520	488	16017	1503	13299	665	550	1279	230	493	0	0	1346	0	0	0	252	1351	562	327	416	46	858	210	209	519	335	2135	74	289	203	70	632	225	102	137	187	438	130	39	259	0	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	5837	4131	7679	3091	1385	2427	776	3587	1478	1533	519	58	3169	935	852	715	662	5332	1235	1478	826	1794	2157	-162	914	585	488	16017	1503	13299	665	550	1279	230	493	135	409	1346	595	104	396	252	1351	562	327	416	46	858	210	209	519	335	2135	74	289	203	70	0	225	102	138	188	438	130	40	260	0	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	-2941	-1089	-1408	-1684	-563	-472	7	28	-72	8	4	10	-389	10	11	-85	-265	-593	-62	-140	-249	-142	-2	-24	-120	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	6170	6906	37988	5324	6675	13260	15359	77533	18107	20700	12224	22502	67735	24827	18367	13640	11326	41351	9711	11814	8520	11123	49731	15093	8375	10848	8211	24625	5709	2123	8918	7875	21779	3773	9222	1052	7498	17879	7459	1374	4361	4696	24512	9914	6125	7704	769	17333	3840	4609	4729	3850	11832	3159	5561	3277	1330	8534	2556	1254	1700	2314	5298	1604	2100	805	790	4615	1040	3430
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.18	0.29	-0.43	-0.43	-0.45	-0.03	0.13	0.20	0.20	0.24	0.20	0.22	0.22	0.22	0.33	0.58	0.92	0.82	0.82	0.90	0.11	0.25	0.18	0.18	0.14	0.17	0.39	0.34	0.34	0.25	0.49	0.11	0.47	0.47	0.83	0.71	0.81	0.64	0.64	0.78	0.88	0.87	1.08	1.08	1.01	0.96	1.02	1.04	1.04	1.50	1.44	1.31	1.30	1.30	1.05	1.18	1.12	1.23	1.23	1.46	1.38	1.35	-0.24	-0.24	-0.33	-0.33	-0.33	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	22.80	21.69	22.57	22.57	23.94	21.89	21.61	22.94	22.94	24.86	20.46	19.64	19.78	19.78	20.24	23.72	24.38	24.38	24.38	25.51	29.14	23.96	21.40	21.40	19.56	21.40	23.45	22.21	22.21	22.16	10.39	11.71	10.19	10.19	5.98	5.64	5.16	5.06	5.06	5.21	5.74	4.90	3.08	3.08	3.64	3.11	5.55	6.49	6.49	7.06	7.72	8.03	8.65	8.65	7.01	4.50	3.54	2.59	2.59	4.63	3.60	6.36	18.81	18.81	6.16	5.92	8.14	2.00	2.00	0.00
