CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	13648292	13441347	14727405	14727405	13393156	14117402	13541501	15323459	15323459	13720623	13910669	12900867	14323046	14464271	11923157	11457176	10142993	9943465	9943076	8115143	7190422	6645212	6485875	6462739	5749137	4878681	4185404	3635696	3635696	4328090	4074821	3753496	3995926	4024447	3674676	3725232	3099324	3047895	3047895	2777760	2489319	2334476	1786937	1787403	1642405	1484264	1184896	1284325	1287628	1178924	942261	906435	1159727	1163397	937525	758853	716513	184177
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	225703	447905	800791	800791	963048	750285	596751	552833	552833	960032	586652	1286980	1221115	3311115	2180920	1786772	1369109	1996628	1996628	2139299	1360997	1094320	1461622	1441622	1250110	882142	881895	469023	469023	312234	525516	412099	618518	628518	384933	539382	630529	681486	681486	919951	740483	797166	251978	251978	383674	325327	318925	289880	289880	264151	48540	111538	369038	479038	414923	361909	352430	10691
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	3455990	3311150	3241650	3241650	3012198	3665561	3873058	3907058	3907058	4016930	4134627	3848127	4568527	2478527	3188497	3885900	3790000	2675000	2675000	1742000	1386000	1206100	928100	948100	1023100	1098100	903100	629080	629080	1308898	1195300	1215800	1055500	1045500	991267	926211	566002	515339	515339	5375	5230	5094	4900	4900	5565	5683	5910	5988	5988	5561	5486	5223	170309	65309	119623	77638	80000	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	8517923	7905074	8797680	8797680	7672251	7814726	7073305	9053953	9053953	7006938	6980041	5151022	6343652	6480158	4628296	3994429	3436763	3483691	3483691	2753735	2654120	2554426	2608590	2609481	2149442	1926354	1783691	2129478	2129478	1962620	1602056	1637875	2010312	2036691	1802517	1798017	1625501	1457890	1457890	1493364	1423555	1247106	1146444	1146444	834971	854200	562106	513483	513896	422003	448068	433618	307944	307192	237352	154408	173190	119029
Hàng tồn kho###Inventory	1227587	1486961	1626319	1626319	1515656	1411386	1541867	1443524	1443524	1433901	1907492	2286610	1873812	1873812	1664954	1522789	1269907	1240877	1240877	992171	1286267	1311724	1051277	1042729	998774	722205	469821	269594	269594	585550	612544	383607	248340	251050	410553	409601	264474	383855	383855	344249	307641	265052	365172	365637	400112	282407	281724	440710	440710	453437	397652	286274	267786	266349	128006	149512	100476	47002
Tài sản ngắn hạn khác###Other Current Assets	221090	290257	260965	260965	230003	475444	456520	366092	366092	302822	301858	328128	315941	320659	260490	267285	277214	547270	546881	487937	503038	478642	436286	420806	327711	249879	146897	138521	138521	158788	139404	104115	63256	62687	85405	52021	12818	9326	9326	14820	12410	20058	18443	18443	18083	16647	16231	34264	37154	33772	42516	69782	44651	45509	37621	15386	10417	7456
Tài sản dài hạn###Non-current Assets	1357292	1427272	1471429	1471429	1594302	1480718	1520329	1499603	1499603	1383323	1414838	1576455	1554272	1549554	1516015	1408302	1370319	1797406	1797795	1041522	1038201	980604	1329221	1344452	927509	837828	811442	1227365	1227365	486351	496602	509746	556334	556409	544512	561861	507335	565178	565102	592982	627975	651038	672700	672700	688319	727040	731913	733094	733094	695004	772561	699469	612212	606795	415077	397225	252122	39675
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	254	254	254	249	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505
Tài sản cố định ###Fixed assets	653584	677863	704482	704482	894011	754761	748369	743708	743708	766006	733250	756394	725734	767485	742102	662388	595388	585368	585368	464835	442474	454547	439784	439784	429072	359227	258520	254678	248988	245647	247512	252780	250365	250365	238932	247552	219024	226814	226954	233624	241407	249487	256241	258012	257299	264741	254284	256278	257640	250543	219247	188145	157009	156933	98648	65122	30883	22797
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-474691	-455840	-449199	-449199	-429998	-416463	-403254	-384933	-384933	-385733	-366019	-343573	-322615	-325351	-307467	-306470	-289995	-268315	-268315	-263143	-255164	-246999	-235252	-235252	-222920	-213298	-205689	-200170	-200170	-193113	-188962	-182900	-173911	-173911	-164957	-157679	-135826	-127900	-127900	-119926	-111759	-103033	-94165	-94165	-85591	-76718	-68087	-60730	-60730	-53093	-46872	-39591	-33215	-33215	-29465	-19808	-11111	-6094
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-23602	-22237	-20859	-20859	-19657	-18462	-17382	-16268	-16268	-15221	-14155	-13133	-12204	-12204	-11532	-10975	-10447	-9917	-9917	-9443	-8986	-8881	-9155	-9155	-8766	-8423	-8086	-7745	-7745	-7408	-7083	-6787	-6473	-6473	-6068	-5695	-4381	-4066	-4066	-3753	-3431	-3103	-2772	-2772	-2473	-2173	-1851	-1584	-1584	-1434	-1283	-1135	-989	-989	-842	-717	-411	-337
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	48226	48914	49603	49603	50292	50981	51670	52359	52359	53048	53737	54426	50051	50051	50676	51224	51772	78054	78054	81896	86693	91017	91814	91814	102405	103202	103999	104795	104795	82085	82882	83679	92307	92307	93708	94567	95427	96287	96287	97146	98006	98866	99726	99726	100585	101445	102305	103164	103164	75896	75896	64663	64663	64738	64663	64663	64663	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	350094	394358	394288	394288	407620	401738	411436	350744	350744	326647	318115	429768	377205	377205	356413	299418	298488	714784	714784	175802	171559	127981	492937	492937	177829	163402	280381	781240	781240	104157	107459	106083	104524	104524	110775	112966	111812	111812	111812	116812	116812	116334	116334	116334	118584	148584	169684	186091	186091	189116	302786	329086	325461	318427	235716	254021	155278	11782
Tài sản dài hạn khác###Other long term assets	144271	145022	161940	161940	239064	270837	306847	351786	351786	237454	301081	335627	401211	354741	361626	380037	364217	400593	400982	308296	309127	292433	256636	272116	217819	172928	125964	86651	86651	53378	57736	65702	109137	109212	101098	106775	81072	130125	130049	145400	171750	186352	198628	198628	211850	212269	205640	186199	186199	179449	174632	117576	65080	66696	16051	13420	1298	3591
