CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	489	506	524	559	541	559	629	629	629	876	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	4448	4666	4666	4740	4832	4832	4930	4930	4930	5150	5150	5150	5150	5150	5150	5150	5150	5150	5150	5150	3150	3150	750	750	930	930	930	930	930	930	930	14231	15331	15331	14231	4529	930	750	750	750	750	750	750	750	750	750	750	750	2770	2328	2730	6590	4410	4410	4410	5844	5844	5094	5094	5094	5094	5094	5094	5094	5034	5034	3600	270	270	0
Tài sản dài hạn khác###Other long term assets	10523	10883	11132	11132	12305	12811	13119	12800	12800	12326	12428	13557	14263	14263	14410	13705	14454	14835	14835	15401	16529	17806	19906	19906	19948	21631	22045	20739	20889	10007	6665	6900	7895	7895	7149	7174	7707	8121	8121	2808	4147	5334	6986	6906	4378	6746	6772	7870	7870	5770	7983	10805	11729	11729	11745	10015	11990	15795	15795	13299	19437	18482	19577	19534	16190	12194	13674	14871	14871	13469
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	163054	142517	150720	150794	174681	171579	160578	154083	154093	183052	179371	142015	154120	154112	193717	178523	150398	167597	167597	187189	150762	142390	153889	153850	150986	138520	125211	125405	125404	149279	139363	144378	146470	146547	155680	144808	145047	166229	166326	176914	163133	151046	174326	172790	161893	147955	166094	180728	180774	167153	142171	138164	95536	95324	105933	99008	87281	90120	90120	103853	92669	82691	80385	80168	81267	69381	56012	50694	50694	41564
Nợ phải trả ###Liabilities	41974	15435	22717	22878	47106	49500	36136	26401	26412	56116	58314	16578	27909	27859	67879	58347	27757	42544	42544	65097	32522	28136	31775	31762	46348	36303	22121	21777	21676	36683	29992	30500	24980	25073	33557	26280	19867	40004	40050	51377	45885	28584	63814	62517	46527	38847	61051	65791	65574	53409	35172	30103	34349	34307	43233	40447	30523	28224	28224	42643	37329	53408	50843	50754	46816	39217	28119	23872	23697	19727
Nợ ngắn hạn###Short term Liabilities	41928	15389	22671	22832	47060	49454	36090	26355	26366	56070	58268	16532	27863	27813	67833	58301	27711	42498	42498	64995	32476	28090	31729	31716	46302	36257	22075	21731	21630	36637	29946	30454	24934	25027	33511	26234	19821	39958	40004	51119	45633	28337	63572	62275	46297	38611	60802	64960	64743	53146	35032	29963	34209	34167	43093	40307	30383	28084	28084	42105	36791	52836	50272	50192	46255	38655	27956	23709	23534	19583
Nợ dài hạn###Long term Liabilities	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	101	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	258	252	247	242	242	230	236	249	831	831	263	140	140	140	140	140	140	140	140	140	538	538	571	571	561	561	561	163	163	163	144
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	121079	127082	128003	127916	127575	122079	124442	127682	127681	126936	121058	125437	126211	126253	125838	120176	122642	125054	125053	122092	118240	114254	122114	122088	104638	102218	103090	103627	103729	112596	109372	113878	121289	121474	122122	118528	125180	126225	125357	124655	116300	121792	110512	109329	114491	108171	103997	114937	115175	113652	106998	108061	61187	61018	62700	58560	56757	61896	61896	61210	55340	29283	29542	29414	34450	30165	27893	26822	26997	21837
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-169	-292	-242	-200	0	0	-746	-653	-432	0	172	-604	-433	-201	0	175	658
Vốn chủ sở hữu ###Owners equity	121079	127082	128003	127916	127575	122079	124442	127682	127681	126936	121058	125437	126211	126253	125838	120176	122642	125054	125053	122092	118240	114254	122114	122088	104638	102218	103090	103627	103729	112596	109372	113878	121289	121474	122122	118528	125180	126225	125357	124655	116300	121792	110512	109329	114491	108171	103997	114937	115175	113652	106998	108061	61187	61187	62992	58802	56958	61896	61896	61956	55993	29715	29542	29241	35054	30598	28093	26822	26822	21179
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	1253	919	882	947	670	1231	944	874	938	1045	1213	25	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139363	144378	146470	146547	155680	144808	145047	166229	166326	176914	163133	151046	174326	172790	161893	147442	166094	180728	180774	167153	142171	138164	95536	95324	105933	99008	87281	90120	90120	103853	92669	82690	80385	80167	81266	69381	56011	50694	50464	41564



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	59152	691	170372	12995	73408	78420	5548	184770	19326	85548	73396	6501	187659	24801	78989	73689	10181	174940	37639	71772	48139	17390	145681	20835	57379	54172	13295	129736	22651	48801	45067	13217	123807	28989	48001	35620	8993	147765	39018	52200	45716	10861	108565	26275	45502	27290	9392	105711	14867	53321	27192	9671	105651	11607	47368	29280	17396	94277	13444	51207	20640	8986	90958	18593	35882	26776	9707	89713	14930	79421
Các khoản giảm trừ doanh thu###Deduction revenues	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	11	79	15	0	1	63	231	9	121	25	77	301	245	54	2	0	1233	100	93	753	283	1457	465	742	81	169	492	144	16	230	102	565	318	45	166	36	285	160	2040
Doanh thu thuần###Net Sales	59081	691	170372	12995	73408	78420	5548	184770	19326	85548	73396	6501	187659	24801	78989	73689	10181	174940	37639	71772	48139	17390	145681	20835	57379	54172	13295	129718	22651	48801	45059	13206	123728	28975	48001	35619	8930	147534	39009	52079	45691	10783	108264	26030	45448	27288	9392	104478	14767	53228	26440	9388	104194	11142	46626	29199	17226	93785	13299	51190	20410	8884	90393	18275	35836	26611	9671	89428	14771	77381
Giá vốn hàng bán###Cost of goods sold	48891	719	117750	11065	49404	50925	6355	129290	13132	58088	52800	5271	133251	18143	54276	51716	9124	127692	25515	49945	36038	16194	101912	12146	40391	39577	9925	101108	19214	35622	34846	11430	94626	23644	35041	27376	6937	118315	34757	39439	35015	9249	85470	22175	33163	21476	8629	81968	10844	40768	22708	7520	81727	11081	36493	22127	12026	72739	11250	38653	15800	7036	68757	14977	27361	19947	6772	68109	13557	56903
Lợi nhuận gộp###Gross profit	10191	-28	52622	1930	24004	27495	-807	55480	6194	27460	20596	1230	54408	6658	24712	21973	1057	47248	12124	21827	12101	1196	43769	8689	16989	14595	3369	28610	3437	13178	10213	1776	29102	5331	12960	8243	1993	29219	4252	12640	10676	1534	22794	3856	12285	5811	762	22510	3923	12460	3732	1868	22466	61	10133	7072	5200	21046	2049	12538	4611	1848	21635	3298	8475	6664	2899	21318	1214	20477
Doanh thu hoạt động tài chính###Financial activities Revenues	4072	847	1262	428	72	522	241	1082	161	43	479	399	1637	203	213	813	408	2715	700	403	1045	566	2247	661	467	578	541	3555	807	610	1046	1090	4916	1792	604	1542	1130	9100	2594	1087	3779	1722	15181	1719	3477	5427	3623	9015	5148	2426	1093	340	702	40	242	337	83	180	56	47	56	21	58	27	15	5	11	99	31	89
Chi phí tài chính###Financial Expenses	873	0	316	92	2	120	28	22	22	0	0	0	32	0	0	32	0	8	0	3	0	5	0	0	0	0	0	59	0	0	59	0	51	28	14	-9	9	1053	1085	23	26	0	1421	0	19	309	1093	987	793	88	28	78	112	21	23	69	0	650	0	6	363	281	498	297	146	55	0	102	25	12
Chi phí bán hàng###Selling Expenses	4188	959	27163	-2477	13569	14561	1536	30949	1610	16759	11060	1518	30193	1924	14704	11010	2549	24539	4523	13048	5439	1528	26147	5138	11534	6839	2606	19052	5175	7089	4431	1976	15469	3754	6602	3388	1647	14504	4182	3427	5079	1704	13828	3095	5497	3721	1358	10221	2267	5620	1357	942	8673	987	3470	2657	1559	7519	792	3967	2175	585	7847	1080	3025	2678	920	7054	1661	5267
Chi phí quản lý doanh nghiệp###Managing Expenses	4646	781	13339	4148	3506	4582	1109	10570	2277	3371	3443	1481	11030	2410	3118	4175	1326	10964	2406	4352	3067	1139	9312	1599	2854	2981	1829	7054	2204	1744	2335	992	8098	2688	1966	1481	1241	8375	2207	1876	2815	1404	7143	1647	2166	1848	1064	6582	1825	1846	1322	829	5201	945	1797	1343	1115	3982	568	1614	1192	608	2687	795	726	625	356	2785	838	2826
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	4556	-921	13066	594	6998	8754	-3239	15022	2446	7373	6571	-1370	14790	2527	7104	7568	-2410	14452	5896	4826	4640	-910	10557	2613	3068	5352	-526	6000	-3134	4956	4434	-102	10399	653	4983	4924	226	14387	-628	8401	6535	147	15583	833	8080	5360	870	13735	4186	7333	2118	359	9181	-1853	5085	3340	2609	9075	745	6997	938	395	10661	1153	4593	3310	1635	11476	-1280	12461
Thu nhập khác###Other incomes	0	0	30	14	3	12	0	0	0	0	0	0	187	187	0	0	0	127	4	0	95	27	61	5	35	11	10	1196	989	6	0	201	349	13	0	28	0	29317	505	25	35	28752	330	184	71	6	47	529	212	6	253	7	188	158	29	0	2	36	19	4	12	1	77	41	1	1	4	124	110	92
Chi phí khác###Other Expenses	0	0	40	15	0	25	1	0	0	0	0	0	42	0	0	39	3	2	0	0	0	1	8	0	0	0	7	73	0	0	0	0	318	0	0	0	0	12605	4	3	17	12578	106	14	0	0	44	77	43	0	23	0	2	1	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	71
Lợi nhuận khác###Other profits	0	0	-11	0	3	-13	-1	0	0	0	0	0	146	187	0	-39	-3	125	4	0	95	26	54	5	35	11	2	1123	989	6	0	201	30	13	0	28	0	16712	501	22	18	16173	224	169	71	6	3	452	170	6	230	7	186	157	29	-1	1	33	19	3	10	1	77	41	1	1	4	124	110	21
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	4556	-921	13056	594	7001	8741	-3240	15021	2446	7373	6571	-1370	14936	2714	7104	7529	-2412	14577	5900	4826	4735	-884	10611	2618	3103	5363	-523	7123	-2145	4962	4434	98	10429	666	4983	4953	227	31099	-128	8424	6553	16321	15808	1002	8151	5366	873	14187	4356	7338	2348	366	9368	-1696	5113	3339	2611	9108	764	7000	947	396	10738	1194	4594	3311	1639	11600	-1169	12482
Chi phí thuế TNDN###Corporate Income Tax Expenses	379	0	2769	253	1506	1138	0	2976	496	1495	984	0	3023	505	1442	1026	0	2911	1187	973	750	0	2399	624	684	1059	14	1831	-451	1097	958	22	1872	329	601	0	0	7309	0	0	0	4165	3879	112	1876	1468	293	3612	1110	1814	603	59	1616	-297	879	577	457	1275	107	980	132	55	1503	167	643	463	229	3248	-327	3495
Chi phí thuế TNDN###Corporate Income Tax Expenses	379	0	2769	253	1506	1138	0	2976	496	1495	984	0	3023	505	1442	1026	0	2911	1187	973	750	0	2399	624	684	1059	14	1831	-451	1097	958	22	1872	329	601	829	93	7309	154	1381	1653	4165	3879	112	1876	1429	293	3612	1110	1814	603	59	1616	-297	879	577	457	1275	107	980	133	56	1503	167	643	464	229	3248	-327	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	4177	-921	10286	341	5495	7603	-3240	12046	1950	5878	5586	-1370	11913	2209	5662	6503	-2412	11666	4713	3853	3986	-884	8212	1995	2420	4304	-537	5292	-1694	3865	3476	77	8558	337	4382	4123	134	23789	-282	7043	4900	12156	11928	890	6275	3938	580	10574	3245	5524	1745	306	7752	-1399	4235	2762	2154	7833	657	6020	815	341	9235	1027	3951	2847	1409	8352	-842	8987
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.00	-0.16	-0.06	-0.06	0.05	-0.22	-0.02	-0.04	-0.04	-0.04	0.06	-0.01	0.05	0.05	-0.02	0.07	-0.38	-0.26	-0.26	-0.29	0.36	0.54	0.50	0.50	0.52	0.40	0.43	0.45	0.45	0.52	0.56	0.76	0.87	0.87	0.70	0.80	0.89	0.89	0.89	0.98	0.98	1.01	1.08	1.08	1.15	1.31	1.44	1.44	1.44	1.29	1.14	1.11	1.06	1.06	1.01	1.25	1.31	1.38	1.38	1.53	1.22	1.14	0.01	0.01	-0.03	-0.07	-0.07	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	7.10	7.00	6.96	6.96	7.83	7.48	9.40	8.07	8.07	7.28	7.60	7.11	7.18	7.18	7.04	6.54	6.01	5.56	5.56	5.36	5.68	6.27	4.85	4.85	5.33	4.55	4.94	4.94	4.94	4.43	4.15	4.86	4.25	4.25	3.90	4.00	3.96	3.60	3.60	3.19	3.10	2.51	2.28	2.28	2.54	2.58	3.05	3.42	3.42	4.57	6.21	4.42	4.99	4.99	7.61	4.15	2.91	2.66	2.66	4.92	3.94	6.33	12.06	12.06	8.21	6.23	17.27	8.89	8.89	0.00
