CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	6423	3941	3979	3979	4017	4055	4093	4131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	97365	97585	103874	103663	150085	150085	132825	132825	138669	174219	174219	173916	173916	179240	185304	195462	195949	195959	186387	170217	186724	43619	27449	26984	26984	68157	77926	77926	78651	84083	84083	82805	82805	81050	84696	88581	87765	87569	87765	94650	94650	94564	95819	95819	85730	85080	85080	81446	81446	60300	60388	62405	55383	53458	39818	33747	35983	30754	30534	27782	24482	21750	12480	12480	3050	1550	1250	1250	1250	900
Tài sản dài hạn khác###Other long term assets	1275	1259	1356	1356	1415	1227	1015	1073	1073	894	1010	915	1026	6455	6463	880	3365	551	1634	347	239	238	178	348	353	305	622	711	8707	7997	8184	7851	8064	8319	8027	11472	9628	8096	7483	7654	7881	2468	2431	2431	2273	2455	2426	2399	2399	1520	1535	1840	2172	2172	3419	2597	2629	2942	2934	2868	3063	6027	2227	2227	2015	1864	1801	1746	1643	1424
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	360283	362753	356424	356451	559704	560142	429302	430643	438006	447623	439560	435542	436316	411199	416782	408444	410244	407897	417407	509008	497651	432752	556272	551301	476100	369434	371176	365968	366569	364588	355748	350692	334888	335710	364289	373713	377658	400915	378825	373121	348848	326397	317600	317711	294719	292278	284743	275789	275789	334540	330021	334307	318935	324068	411831	429938	421506	419650	430566	405551	365044	340335	317925	317925	275993	229705	194686	177809	177432	120032
Nợ phải trả ###Liabilities	163199	165553	165664	165370	316090	314054	176906	177895	183534	177711	173311	169708	170653	169060	170957	164168	165612	164988	166386	177012	176587	148583	273496	272861	281753	176508	182400	177462	176530	180409	171733	151899	138074	140592	166523	178695	185925	211189	187882	185536	158269	134750	125790	125859	109476	108151	97438	89006	89006	172475	170794	172264	161350	174162	266891	293803	289604	293273	297952	281690	250655	236021	220644	220465	184192	186591	155994	139618	138571	94868
Nợ ngắn hạn###Short term Liabilities	63384	64464	64369	64319	210868	208839	73252	74242	79921	84433	80990	72748	73660	86685	88631	70861	82943	82193	82292	93892	93431	64388	189155	181253	186691	77282	86345	78618	63673	63881	77052	102699	90794	93257	115358	114690	105278	113581	90206	112737	120105	98394	90390	85931	69496	70074	60666	50299	50299	118457	118905	116303	113651	126463	202548	225888	208968	206410	211047	180577	150154	138387	124642	124463	90729	92611	63367	47905	47092	42571
Nợ dài hạn###Long term Liabilities	99815	101089	101295	101051	105223	105215	103654	103654	103613	93278	92321	96960	96994	82375	82326	93307	82670	82794	84094	83120	83156	84195	84340	91609	95062	99226	96054	98843	112857	116528	94681	49200	47280	47335	51165	64005	80647	97608	97676	72799	38164	36356	35401	39927	39980	38077	36772	38707	38707	54019	51889	55961	47699	47699	64343	67915	80636	86863	86905	101113	100501	97634	96002	96002	93463	93980	92627	91714	91479	52297
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9941	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	197084	197200	190760	191081	243614	246088	252397	252748	254472	269912	266249	265834	265662	242139	245825	244276	244632	242909	251021	331996	321064	284168	282776	278440	194346	192926	188777	188506	190039	184179	184015	198792	196814	195118	197767	195018	191733	189726	190943	187585	190579	191646	191810	191852	185244	184127	187304	186782	186782	162065	159227	162043	157446	149767	144940	135950	131902	126145	132376	123635	114170	104117	97100	97280	91650	42952	38692	38035	38703	25021
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	0	0	0	-403	775	19	23	23	-81	342	923	-14	-14	-112	161	-179	-14	-14	66	130	35	180	180	269	299	281	265	265	558	452	313	224	885	2337	2707	748	943	943	1273	1265	110	114	294	977	1261	164	0	0	0
Vốn chủ sở hữu ###Owners equity	197084	197200	190760	191081	243614	246088	252397	252748	254472	269912	266249	265834	265662	242139	245825	244276	244632	242909	251021	332011	321064	284168	282776	278440	194749	192151	188758	188483	190015	184260	183673	197870	196828	195132	197879	194857	191912	189740	190957	187519	190449	191611	191630	191672	184975	183828	187023	186518	186518	161506	158775	161730	157221	148882	142603	133243	131155	125202	131433	122363	112905	104007	96986	96986	90673	41690	38528	38035	38703	25021
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	139	0	185	0	232	237	225	218	197	181	181	152	162	0	157	159	143
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355748	350692	334888	335710	364289	373713	377658	400915	378825	373121	348848	326397	317600	317711	294719	292278	284743	275789	275789	334540	330021	334307	318935	324068	411831	429987	422877	419650	430566	402764	362520	340335	317925	311733	275993	229705	194686	177809	177809	120032



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	4982	7711	38882	9066	9672	11179	8964	42380	13460	15896	7735	5613	38087	11719	8473	9582	9426	36352	11885	8759	9015	7765	190156	9791	145609	29063	7134	75243	18084	25252	15341	16566	95637	12791	32615	19400	32721	64034	8277	26855	14142	14903	72358	29238	13046	23166	18449	136809	112096	14264	7875	3477	160707	108503	36349	8953	5553	58443	17285	10470	24919	5946	110303	49850	47312	9181	10279	40641	11655	31776
Các khoản giảm trừ doanh thu###Deduction revenues	0	94	365	76	34	158	98	159	55	57	36	11	166	19	92	19	35	413	59	33	45	276	764	208	268	82	207	345	148	74	57	66	399	1726	246	295	82	390	133	68	156	33	1465	168	78	985	234	39	13	27	0	0	24	0	24	0	0	103	82	21	0	0	16	0	14	1	1	146	25	84
Doanh thu thuần###Net Sales	4982	7617	38516	8991	9638	11022	8866	42221	13404	15840	7699	5601	37921	11700	8381	9563	9391	35938	11826	8725	8970	7489	189391	9583	145341	28981	6927	74899	17936	25178	15284	16500	95238	11065	32369	19105	32639	63644	8144	26786	13986	14870	70893	29070	12968	22181	18215	136769	112083	14237	7875	3477	160683	108503	36324	8953	5553	58340	17204	10449	24919	5946	110287	49850	47297	9179	10278	40495	11630	31692
Giá vốn hàng bán###Cost of goods sold	4429	4972	33968	12365	9901	7522	6745	34391	23877	8508	4567	3171	23369	9653	5617	5902	4804	97032	31535	5385	4505	3758	169956	11758	140064	15446	4238	53618	13101	17074	9944	12004	69940	6619	21779	13095	28421	51728	1472	27167	9115	14304	45732	13114	11040	16551	16506	93941	76548	13180	5194	846	126857	88354	29395	5159	2566	38298	13566	6264	16460	1841	73463	39917	35260	3859	4526	16971	5015	10565
Lợi nhuận gộp###Gross profit	553	2645	4548	-3374	-263	3500	2121	7830	-10473	7331	3132	2430	14553	2046	2764	3661	4587	-61094	-19709	3340	4465	3730	19435	-2175	5278	13536	2689	21280	4834	8105	5340	4496	25298	4446	10590	6010	4218	11916	6672	-381	4872	566	25161	15956	1927	5630	1709	42828	35535	1057	2681	2632	33826	20150	6929	3794	2987	20042	3638	4184	8459	4105	36824	9934	12037	5321	5753	23524	6616	21127
Doanh thu hoạt động tài chính###Financial activities Revenues	213	2185	529	251	16	261	0	590	234	-6	352	11	1303	-1016	1712	346	172	53056	-12765	14178	50412	1231	10183	1469	13695	1703	3	935	94	245	588	7	2662	853	77	837	882	3955	2064	114	791	915	3497	1755	1036	633	935	12345	4327	1854	4262	3882	21617	5664	5026	5348	5481	37712	10827	9605	9072	8279	16785	5483	4297	3486	3504	9578	5771	4746
Chi phí tài chính###Financial Expenses	-2359	-3746	61096	66947	57	2748	31	6689	703	-34	728	42	1341	-67	55	-86	61	4947	83	91	207	2398	10372	2992	3732	3741	281	10245	5866	157	830	229	2435	4336	4106	739	562	8522	7889	160	210	116	868	1323	533	0	0	4503	4107	-1460	1491	0	238	1089	2	44	174	155	196	-55	611	146	803	-281	308	55	32	105	20	203
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	0	592	0	0	57	4	2	144	0	0	49	57	396	70	105	98	82	1167	189	272	396	310	825	41	865
Chi phí quản lý doanh nghiệp###Managing Expenses	4590	2220	12685	2472	2075	5475	2414	14888	3526	2776	3309	2193	13247	5577	2485	3748	2534	26435	64718	3105	7771	2751	13605	3835	3413	3830	2203	13147	4185	7271	3038	2343	12555	4996	2495	2888	1937	14925	5634	2551	5298	1327	15466	9030	874	4803	820	15960	11670	1581	980	1595	14845	5599	3300	3398	2412	16295	4857	3068	4757	4320	20383	6538	4973	4269	3458	13957	4002	11214
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-1685	6357	-68694	-72542	-2380	-4702	-324	-13041	-14469	4582	-343	206	-588	-4525	1935	-140	2163	-40054	-97275	13986	46945	-189	5381	-7532	12083	6911	208	3801	-5123	922	3761	1931	12970	-4034	4066	3220	2600	-7773	-4787	-2978	155	39	11732	7358	1557	1459	1232	34710	24085	2732	4467	4916	40216	19124	8653	5650	5826	40907	9342	10670	12066	7836	31255	8970	10781	4086	5456	18216	8324	13590
Thu nhập khác###Other incomes	12	82	86	86	0	0	0	10	6533	0	462	10	1462	31	0	1	0	4751	2096	581	286	1946	3091	2999	17	56	2	6391	5451	2	935	3	234	146	45	34	10	12570	12421	79	7	21	2087	2028	17	17	25	965	893	814	41	1632	991	463	117	117	167	4140	794	365	308	114	2107	1176	378	405	165	584	68	44
Chi phí khác###Other Expenses	0	0	2738	2	95	0	27	22	12	3	7	0	57	74	0	2	1	633	40	798	68	0	1106	57	641	408	0	1295	197	184	489	424	25	0	0	25	0	4089	3978	76	0	34	169	105	46	0	15	9	9	0	0	3106	705	312	7	2	223	2302	188	41	274	107	1282	280	186	331	121	252	20	0
Lợi nhuận khác###Other profits	12	82	-2652	85	-95	0	-27	-12	6521	-3	455	10	1405	-42	0	-1	-1	4118	2056	-217	218	1946	1985	2942	-624	-352	2	5096	5254	-182	445	-421	209	146	45	9	10	8480	8442	2	7	-14	1918	1923	-29	17	10	956	884	813	41	-1474	286	151	110	115	-56	1838	606	323	34	7	825	896	192	74	44	332	48	44
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-1673	6439	-71345	-72457	-2475	-4702	-351	-13053	-7948	4580	112	215	817	-4567	1935	-141	2162	-35936	-95219	13769	47163	1757	7366	-4590	11459	6559	210	8898	131	740	4206	1510	7417	-3889	4111	2315	2610	708	3655	-2976	162	25	13650	9281	1528	1476	1242	35665	24969	3546	4118	3442	40724	19275	8763	5765	5770	42462	9948	10994	12100	7843	32147	9867	10973	4161	5500	18548	8372	13634
Chi phí thuế TNDN###Corporate Income Tax Expenses	-1557	0	-9404	-11208	0	1561	0	2873	2759	917	173	43	857	-890	387	169	439	97	-12365	2822	9455	351	2975	-925	2554	1291	46	641	127	163	682	377	2255	-142	1039	852	0	1262	0	0	0	6	3442	2320	381	369	311	8934	6368	726	554	1287	3529	2525	438	1050	525	5803	907	1530	2864	1074	5159	4233	0	0	0	2560	1519	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	7	7	917	100	43	102	-890	387	169	439	97	-12365	2822	9408	351	2975	-925	2554	1202	46	641	127	163	682	377	2255	343	869	537	652	1876	216	-47	41	6	3442	2320	381	369	311	8934	6338	726	554	1287	3529	2525	438	525	525	5803	907	1530	1790	1075	5159	4234	0	0	0	2560	1519	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	-1557	0	-9404	-11208	0	1561	0	2866	2752	0	73	0	755	0	0	0	0	0	0	0	46	0	0	0	0	89	0	0	0	0	0	0	0	-485	170	315	0	-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-116	6439	-61942	-61249	-2475	-6263	-351	-15926	-10707	3663	-61	172	-40	-3678	1548	-310	1723	-36033	-82854	10947	37708	1406	4391	-3665	8905	5269	164	8256	4	577	3525	1132	5161	-3747	3072	1462	1957	-555	3438	-2929	122	19	10208	6961	1147	1107	932	26731	18631	2820	3565	2156	37194	16750	8325	5240	5245	36659	9041	9464	10309	6768	26988	5633	10973	4161	5500	15988	6853	13690
---Cac Chi So Tai Chinh---																																																																						
EBITDA	-0.07	-0.71	-0.69	-0.69	0.46	0.43	0.16	0.14	0.14	-0.47	-0.44	-0.59	-1.27	-1.27	1.12	0.45	0.06	0.63	0.63	0.21	1.03	1.24	1.06	1.06	0.93	0.66	1.28	1.38	1.38	1.70	1.71	1.10	0.77	0.77	0.94	1.07	1.39	1.57	1.57	1.59	1.69	1.80	1.79	1.79	1.85	1.88	1.73	1.78	1.78	1.74	1.49	1.53	1.52	1.52	1.50	1.40	1.34	1.32	1.32	1.40	1.41	1.17	0.05	0.05	0.00	0.00	0.01	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	3.00	2.10	3.30	3.30	3.00	2.80	3.20	5.10	5.10	3.00	2.40	2.90	3.10	3.10	4.40	2.70	3.10	4.00	4.00	6.80	7.90	5.80	8.50	8.50	8.60	7.80	7.05	5.78	5.78	4.63	3.60	5.59	4.76	4.76	2.51	2.64	2.64	3.09	3.09	3.28	5.01	4.95	3.41	3.41	5.53	5.25	8.04	11.52	11.52	14.79	19.64	20.98	20.22	20.22	19.82	11.90	8.53	9.63	9.63	18.07	7.90	19.99	57.17	57.17	35.56	32.20	25.47	5.81	5.81	0.00
