CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q2 2012	 2011	 2010	 2009
Tài sản ngắn hạn###Current Assets	360316	294378	243604	241014	297426	324941	263936	233175	233117	205570	218158	233510	228670	228653	229289	241223	268265	256186	255991	276642	288061	253135	248462	248376	300493	278436	252855	247409	247409	267552	249586	246085	241616	241628	252593	254558	267592	249132	250176	284235	318933	327363	298145
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	2386	1843	13402	12484	2796	39277	2402	10036	735	2063	5119	2314	7122	7122	6478	11439	3213	29548	29548	9575	37301	3993	7878	7878	14242	4356	3901	15025	15025	3051	2837	2966	10047	10047	12023	15952	3282	17747	17747	43847	54238	58772	42742
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	9300	0	0	0	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	34533	53670	46266	44594	100556	122541	67631	74438	74438	44439	66420	70424	30686	31257	34028	43178	50839	38205	38205	88143	64219	54543	54203	50267	64855	81588	77696	70971	67004	94413	102910	87936	88221	88221	102344	80091	91920	77156	78186	83723	78416	115615	94502
Hàng tồn kho###Inventory	304095	225402	176944	176944	187192	159283	187612	148393	148336	157733	145617	160183	175042	175274	173390	185704	212267	188158	187961	178133	185430	192959	184406	184406	208281	184729	164475	150659	150659	152094	136907	149013	138150	138054	130795	145145	154061	144152	139722	123716	152905	139886	141044
Tài sản ngắn hạn khác###Other Current Assets	19301	13463	6993	6993	6882	3840	6291	309	309	1336	1002	589	820	0	394	902	1947	275	277	790	1111	1640	1976	5826	13115	7764	6782	10754	14722	17993	6932	6170	5197	5306	7431	13370	18330	10077	14521	32949	33373	13090	19856
Tài sản dài hạn###Non-current Assets	98586	99970	98780	101367	76965	75140	67830	58423	58481	57754	54387	37069	37492	37458	38041	39623	40372	41582	41604	41220	41751	42416	43184	43184	43757	44315	43951	44009	44009	43194	44207	44738	45683	46161	46824	48089	38370	39445	39143	39693	42095	42886	38010
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	25	25	25	25	25	25	25	25	25	25	25	0	25	25	25	25	25	25	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	82218	84311	85638	85638	47408	41791	42621	43665	43703	43555	24433	25208	25559	26237	26274	27890	28849	30050	30065	31016	32040	32888	33885	33885	34328	34708	34597	34883	34883	34446	35561	36845	37770	37770	38368	39599	30105	29070	30924	31576	32488	34267	35307
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-70074	-67959	-65869	-65869	-63847	-63354	-63436	-62448	-62448	-61480	-63277	-62498	-61931	-61960	-61173	-68209	-67588	-67595	-67580	-69073	-68126	-67223	-66273	-66273	-67225	-66303	-65360	-64381	-64381	-66219	-65098	-63996	-62907	-62907	-61665	-60453	-62798	-61517	-61517	-58804	-56115	-50714	-43939
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-1176	-1176	-1176	-1176	-1345	-1289	-1232	-1176	-1138	-1119	-1062	-1006	-949	-951	-893	-836	-779	-723	-723	-800	-723	-646	-569	-569	-447	-408	-316	-277	-277	-218	-160	-101	-43	-43	0	0	0	0	0	0	0	0	0
