CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	26466	26466	26466	26466	26466	26466	26466	26466	26466	26466	26466	26466	26466	26466	26733	26733	26733	26733	26733	26733	26733	26733	26733	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	750	5000	3640	5140	5590	5690	6290	6290	17390	7490	2500	0	0	0	0
Tài sản dài hạn khác###Other long term assets	539	637	737	737	1888	1786	2275	1169	1169	1402	1903	15631	7963	15963	6621	8729	8857	10809	10809	11669	12422	11118	7696	7696	8246	9479	11723	12821	12821	16269	16948	12960	10838	10285	19752	6659	9002	9239	8336	10158	8134	4991	5571	5571	6036	6572	7564	8425	5036	4445	3141	117	117	117	111	53	53	0	113	113	113	169	226	602	682	423	0	0	0	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	498828	501246	496021	496021	515024	512787	505168	502592	502592	485205	476385	498139	458986	478404	482753	479214	478833	444156	444156	419662	411660	360538	340823	341550	321620	310617	311810	339686	337294	238594	239905	231733	227732	229916	238628	228785	206095	213884	222286	198729	197810	208432	213998	210557	194868	210696	197486	218711	220684	238398	251267	247744	213202	213202	197100	210056	217020	208101	211656	272684	296598	314953	272550	273542	252361	231996	206163	206205	206205	207546
Nợ phải trả ###Liabilities	318022	318710	309209	309209	328571	326488	319628	317217	317217	312211	303645	290731	269435	271095	272718	269185	268674	234089	234089	209495	201589	150084	130553	130607	110581	100782	101496	127411	125013	105931	108333	99982	93725	95844	105508	95881	75862	81516	89913	69033	68082	77443	81759	77785	64741	80474	67756	86874	82587	84193	91195	91909	57707	57707	43122	81433	86628	89208	81983	101109	126223	142532	98538	98626	130758	113643	88026	89599	87924	155025
Nợ ngắn hạn###Short term Liabilities	306281	306539	299758	299758	312515	323596	304143	301732	301732	296726	290848	195480	260366	175845	249292	244155	251355	215166	215166	189759	176479	146234	126047	126101	105609	95553	95801	121497	118994	105865	108333	99973	93725	95344	105508	95881	75346	81037	89913	69033	68082	77443	81759	76954	63397	78509	64833	83912	77716	80264	89764	90343	55899	55899	40902	78188	84935	85800	78577	97876	117988	134297	90303	90390	110166	93071	65923	68346	66672	130893
Nợ dài hạn###Long term Liabilities	11741	12171	9450	9450	16056	2893	15485	15485	15485	15485	12798	95250	9068	95250	23426	25031	17319	18923	18923	19736	25110	3850	4506	4506	4972	5228	5694	5914	6019	65	0	9	0	500	0	0	516	479	0	0	0	0	0	831	1344	1966	2923	2962	4871	3929	1432	1565	1808	1808	2220	3244	1692	3408	3406	3233	8235	8235	8235	8235	20592	20572	22103	21253	21253	24132
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	180806	182536	186813	186813	186453	186299	185540	185374	185374	172994	172740	207409	189552	207308	210034	210029	210159	210067	210067	210167	210071	210454	210271	210943	211039	209835	210314	212275	212281	132663	131571	131751	134007	134072	133120	132904	130232	132367	132372	129695	129728	130989	132239	132772	130127	130222	129730	131837	138097	154205	160071	155835	155496	155496	153978	128623	130392	118894	129673	171575	170375	172421	174012	174916	121603	118353	118137	116606	118281	52521
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24	0	-323	0	-272	-161	26	165	0	59	0	0	0	0	1675	25
Vốn chủ sở hữu ###Owners equity	180806	182536	186813	186813	186453	186299	185540	185374	185374	172994	172740	207409	189552	207308	210034	210029	210159	210067	210067	210167	210071	210454	210271	210943	211039	209835	210314	212275	212281	132663	131571	131751	134007	134072	133120	132904	130232	132367	132372	129695	129728	130989	132239	132772	130127	130222	129730	131837	138097	154205	160071	155835	155496	155496	154003	128623	130715	118894	129945	171736	170349	172257	174012	174857	121603	118353	118137	116606	116606	52496
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239905	231733	227732	229916	238628	228785	206095	213884	222286	198729	197810	208432	213998	210557	194868	0	197486	218711	220684	238398	251267	247744	213202	213202	197100	210056	217020	208101	211656	272684	296598	314953	272550	272550	252361	231996	206163	206205	206205	207546



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	54271	38790	169830	46456	30582	52123	40669	189668	61506	46220	52576	29366	167886	38636	44367	47368	37001	232734	56279	47009	48308	84652	282243	89772	72118	77543	42809	232443	70751	52329	69168	40195	246373	42876	68898	91246	43354	234863	76956	57907	83434	55602	282444	75032	58945	82615	65853	324094	98293	70205	103133	68959	286235	70360	62257	100096	56948	353856	38970	113687	136272	64928	336922	95669	105048	83350	41884	332279	49665	288076
Các khoản giảm trừ doanh thu###Deduction revenues	237	570	1623	137	207	1018	260	831	463	128	240	0	5388	0	1625	2267	1496	11095	4515	886	2913	2781	14438	3129	4173	3833	3302	10566	4746	2449	2114	1258	8499	705	2636	2549	2610	11300	1544	2395	2632	3818	10365	2805	2322	2434	2804	14222	3813	3380	2915	4231	11279	5221	5648	321	88	4013	3206	711	83	14	2262	693	288	163	978	4306	542	0
Doanh thu thuần###Net Sales	54035	38221	168207	46319	30374	51105	40409	188837	61042	46092	52336	29366	162498	38636	42742	45100	35505	221639	51764	46123	45395	81871	267804	86643	67944	73710	39507	221877	66006	49880	67054	38937	237875	42171	66262	88697	40744	223562	75412	55512	80802	51784	272080	72227	56623	80181	63049	309871	94480	66825	100217	64729	274956	65139	56609	99774	56859	349843	35763	112977	136189	64914	334660	94976	104760	83186	40906	327973	49123	288076
Giá vốn hàng bán###Cost of goods sold	43469	30176	131213	42489	20472	37316	30935	139029	37286	32683	49634	19426	120744	27996	32511	31373	23846	155541	40660	28390	33508	58983	187756	56968	46877	57594	29732	152604	45666	33997	47692	29099	172676	30118	46567	62485	32979	188823	67776	43757	68117	42060	219520	56939	46478	64911	51072	257916	85303	57332	78467	49190	202007	45896	49058	66010	41044	286881	56793	77336	98095	52870	256076	78116	84883	54195	28083	248215	40375	216741
Lợi nhuận gộp###Gross profit	10566	8045	36994	3830	9902	13788	9474	49808	23757	13409	2702	9941	41753	10639	10231	13727	11659	66098	11104	17734	11887	22889	80048	29675	21068	16116	9775	69272	20340	15883	19362	9838	65198	12054	19695	26212	7765	34739	7636	11755	12685	9724	52560	15288	10145	15270	11977	51956	9177	9493	21750	15538	72949	19242	7551	33764	15815	62962	-21030	35641	38094	12044	78585	16860	19877	28991	12822	79757	8747	71335
Doanh thu hoạt động tài chính###Financial activities Revenues	0	0	141	0	1	0	140	3	0	1	1	1	6	-45	1	3	1	22	1	2	11	8	411	8	10	198	195	20	5	4	6	5	566	5	8	13	11	1264	124	15	488	16	2181	368	330	889	593	3196	694	212	2052	60	515	278	148	68	22	2897	335	240	712	1609	1452	1153	111	73	114	192	99	155
Chi phí tài chính###Financial Expenses	1557	2772	6460	795	994	2787	1884	9629	2790	2470	2320	2049	9614	2135	2108	3177	1941	9050	2654	3035	1712	1649	5385	1395	1291	1291	1142	5177	1215	1253	1321	1293	5763	1269	1514	1567	1497	7062	1743	1476	1913	1931	7369	2210	967	2730	1462	7223	2142	3111	246	1724	7836	1819	1281	2740	1996	17046	2735	4714	7769	1884	9488	2831	2967	2022	1656	11814	2158	6358
Chi phí bán hàng###Selling Expenses	7932	7816	25316	5393	6790	7405	5728	30880	6320	8544	9557	6458	35462	6731	5625	7566	7534	41048	3518	11318	5868	17857	57982	23014	15502	10061	8103	46222	15376	10999	10326	8100	44181	7764	14549	15761	6108	38313	12244	8075	11004	6679	37730	9730	7289	9948	10445	54730	19195	10155	14361	10908	42471	10267	3807	20097	11729	77271	15844	26657	23814	10588	50723	10316	13288	17361	9488	54390	7815	40308
Chi phí quản lý doanh nghiệp###Managing Expenses	2588	1732	8346	2026	1861	2624	1835	8274	2305	2146	2493	1330	14586	2489	2521	2966	1884	13351	4620	2759	3310	2664	15131	4988	2271	3066	2255	11090	2686	2092	3799	2277	13002	1957	2908	5987	2001	12505	3451	2337	3143	2379	10539	3070	2302	2719	2354	12749	4461	2242	3548	2498	9920	3641	1998	2554	1733	12592	2374	1971	2468	2040	7824	1820	1713	2743	1590	7218	1849	4616
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-1511	-4274	-2987	-4384	258	972	167	1028	12341	250	-11666	104	-17902	-761	-22	22	301	2671	313	624	1007	727	1961	286	2013	1896	-1531	6802	1069	1543	3922	-1827	2817	1069	733	2911	-1829	-21877	-9677	-118	-2886	-1249	-898	646	-83	763	-1691	-19550	-15926	-5802	5648	469	13237	3794	613	8441	379	-41050	-41648	2539	4754	-859	12002	3046	2019	6938	204	6527	-2976	20208
Thu nhập khác###Other incomes	0	0	8926	8863	0	64	0	148	43	4	101	0	78	107	148	6	5	365	106	101	55	103	762	153	90	83	75	25204	91	87	12280	22	635	182	73	270	65	40813	13157	391	13154	518	4200	3491	334	273	103	5752	295	298	2699	98	272	67	67	135	2	10264	281	9190	0	793	1890	4455	845	1032	-191	1350	1842	640
Chi phí khác###Other Expenses	219	3	4501	4119	36	345	1	3	3	0	0	0	825	159	2	-28	43	813	0	439	363	11	243	75	69	47	53	28161	59	255	15123	0	418	59	224	69	66	17719	529	38	11244	259	1692	1132	122	138	300	7574	821	74	2392	44	226	60	75	91	0	14083	344	10816	669	920	762	4360	284	478	0	618	288	743
Lợi nhuận khác###Other profits	-219	-3	4425	4744	-36	-281	-1	144	39	4	101	0	-747	-53	146	34	-38	-448	105	-338	-308	92	519	79	21	36	23	-2957	32	-168	-2843	22	217	124	-151	201	-1	23094	12628	354	1910	260	2508	2359	212	134	-198	-1822	-526	224	307	53	46	8	-8	44	2	-3819	-63	-1626	-669	-127	1128	94	561	554	0	733	1553	-103
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-1730	-4277	1438	360	222	691	166	1173	12381	254	-11565	104	-18649	-814	124	55	263	2223	418	286	699	819	2480	364	2034	1932	-1508	3845	1101	1375	1079	-1805	3034	1192	582	3112	-1831	1217	2950	236	-976	-989	1610	3005	129	897	-1889	-21372	-16452	-5578	5955	522	13282	3802	605	8485	381	-44869	-41711	913	4085	-985	13130	3140	2580	7492	11	7260	-1423	20105
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	25	11	53	512	141	0	371	164	551	79	448	180	0	3691	713	0	2162	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	441	-654	0	601	52	422	422	0	0	0	0	-251	91	159	0	1130	1139	2019	6938	202	0	52	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	25	11	53	512	141	0	371	164	551	79	448	180	0	3691	713	0	2162	0	0	0	0	0	0	0	0	0	0	0	34	0	0	34	0	441	-654	0	601	52	422	422	0	0	0	262	-251	91	160	0	1130	1140	0	0	0	0	53	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-202	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-1730	-4277	1438	360	222	691	166	1173	12381	254	-11565	104	-18649	-725	99	44	210	1711	277	286	329	655	1929	285	1587	1752	-1508	155	388	1375	-1083	-1805	3034	1192	582	3112	-1831	1217	2950	236	-976	-989	1577	3005	129	864	-1889	-21813	-15798	-5578	5354	470	12861	3380	605	8485	381	-45132	-41460	822	3925	-985	12000	2001	2580	7492	11	7260	-1476	20105
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	3.80	4.50	4.50	4.50	4.50	3.90	3.20	2.70	2.70	3.50	2.70	3.60	4.80	4.80	4.80	5.00	6.40	6.20	6.20	7.40	7.80	9.20	8.90	8.90	9.60	12.70	14.08	12.70	12.70	9.45	7.29	10.83	7.98	7.98	6.70	6.20	4.23	4.92	4.92	4.33	6.40	6.60	4.53	4.53	5.71	6.30	7.78	10.24	10.24	12.50	15.95	15.26	13.00	13.00	16.25	13.98	9.16	10.14	10.14	12.21	14.57	17.60	32.80	32.80	39.11	28.21	44.32	44.32	44.32	0.00
