CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	76923	74582	74047	73669	70899	73265	77424	76549	75333	74620	72003	76689	75835	75902	77499	78984	70995	35519	29811	35620	41832	55317	56056	55891	57314	52679	62312	62312	58797	53009	55094	51424	53009	44353	44353	44353	43612	43612	41752	41752	41752	44585	44585	36971	36429	36429	36429	35829	26530	22983	43094	32443	29030	32443	35583	69233	68584	68584	69816	65417	63772	28872	27432	29567	27327	27327	22206	17206	17206	0
Tài sản dài hạn khác###Other long term assets	32069	35367	39195	38704	42391	31130	25037	25818	25613	21861	23991	19431	17206	17151	29641	22858	20525	22115	22115	30654	20618	20797	18487	18487	19934	21493	21650	21818	18285	17211	16911	9071	9139	9139	9236	9264	9691	10350	10342	11192	11281	11342	9515	154	97	124	121	96	96	438	238	357	754	431	926	1045	1022	973	428	823	841	822	841	1324	1338	1358	1377	1230	1230	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	346265	355347	369058	381457	379936	368325	393258	377558	382438	462276	479884	486209	476962	477895	515683	497201	507087	502855	504679	541134	558501	594209	613996	613884	643432	654430	650890	657907	644846	646522	660414	664229	666768	658152	664105	685169	688427	703192	700916	721731	743464	770388	769940	758799	769707	813191	659062	606768	594678	482068	437451	441973	504688	456169	474673	479411	507177	530401	571554	554969	567526	625519	354779	394874	343962	339529	336904	320746	320746	300178
Nợ phải trả ###Liabilities	172632	176075	174806	178524	177043	158742	169765	166722	172250	206662	215965	206988	198623	199473	217157	233136	243697	260994	267826	286677	290007	312543	332439	333915	350120	369684	355878	362099	358941	362029	362027	360651	365750	365579	372132	389598	396301	412171	412321	436004	460490	486334	487166	483532	497214	527244	433679	384865	378622	278086	241745	242826	294491	259207	282550	281441	301397	324694	364836	348979	370987	419127	162606	195599	153374	159380	173530	163740	155977	103842
Nợ ngắn hạn###Short term Liabilities	166456	164876	158794	162512	151987	123951	126043	113746	119273	144338	146123	128267	112336	112893	121501	129049	123846	130676	140398	160038	162924	121834	140163	141627	126282	146919	103821	113676	108182	79361	79643	81805	85670	85499	103340	120521	129649	148690	148352	109171	132919	160453	159078	155247	116258	148534	217572	166496	160357	128171	95803	96833	150389	115486	111748	108536	128404	151642	155113	146040	161655	203468	139870	172941	150896	156889	170126	160316	152553	102837
Nợ dài hạn###Long term Liabilities	6176	11199	16012	16012	25056	34790	43721	52977	52977	62324	69842	78721	86287	86580	95656	104087	119852	130318	127428	126639	127083	190709	192276	192288	223837	222765	252057	248423	250759	282669	282385	278846	280080	280080	268792	269077	266651	263480	263969	326833	327571	325881	328088	328285	380955	378710	216107	218370	218265	149915	145942	145993	144102	143721	170802	172905	172993	173052	209722	202939	209332	215660	22735	22658	2478	2491	3404	3424	3424	1005
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	4	0	0
Vốn chủ sở hữu ###Owners equity	173633	179273	194252	202933	202893	209583	223494	210836	210188	255614	263918	279221	278339	278422	298527	264065	263390	241861	236854	254457	268494	281666	281557	279969	293312	284746	295012	284552	285905	284492	298386	303578	293446	284997	284712	288600	285338	291021	281209	279196	276598	277565	282774	268985	266289	279960	219052	221903	209918	196732	195706	199148	203063	196962	192123	197970	205780	205708	206719	205991	196540	206391	192174	199275	190587	180149	163374	157006	164769	0
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	1085	9575	8050	8617	8624	8721	9173	6996	0	7431	7731	7993	7424	0	7763	0
Vốn chủ sở hữu ###Owners equity	173633	179273	194252	202933	202893	209583	223494	210836	210188	255614	263918	279221	278339	278422	298527	264065	263390	241861	236854	254457	268494	281666	281557	279969	293312	284746	295012	284552	285905	284492	298386	303578	293446	284997	284712	288600	285338	291021	281209	279196	276598	277565	282774	268985	266289	279960	219052	221903	209918	196732	195706	199148	203063	195734	191038	188394	197731	197091	198095	197269	187368	199395	192174	191844	182856	172156	155950	157006	157006	178208
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11224	11257	10876	11267	11296	10873	7573	7576	7261	6971	6788	7384	7386	6531	6376	6489	6277	6282	6204	5987	6331	7617	6138	7250	0	0	7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660414	664229	666768	658152	664105	685169	688427	703192	700916	721731	743464	770388	758799	758799	769707	0	659062	606768	594678	482068	486398	441973	461653	456169	474673	487324	507177	530401	571554	554969	567527	625519	354779	394874	343962	339529	336904	320746	320746	300178



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	37483	45016	187945	49087	45970	39239	51527	213892	58424	49076	59053	50107	213326	65593	49884	48631	58718	263940	59467	73065	69370	62081	363335	82502	89464	95406	96037	407777	104035	102115	111112	90713	391201	88319	97588	105235	100067	502791	98275	124838	148754	131103	464976	124320	115624	120434	104590	423040	80539	103260	68168	61660	355755	67212	61068	51929	45770	224117	52545	64534	48381	48434	152474	40038	40209	66812	32205	127122	31780	0
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	37483	45016	187945	49087	45970	39239	51527	213892	58424	49076	59053	50107	213326	65593	49884	48631	58718	263940	59467	73065	69370	62081	363335	82502	89464	95406	96037	407777	104035	102115	111112	90713	391201	88319	97588	105235	100067	502777	98261	124838	148754	131103	464976	124320	115624	120434	104590	423040	80539	103260	68168	61660	355755	67212	61068	51929	45770	224117	52545	64534	48381	48434	152474	40038	40209	66812	32205	127122	31780	175591
Giá vốn hàng bán###Cost of goods sold	41961	53860	184816	48394	47400	40966	47410	211576	59385	52014	57144	45800	239643	69160	55440	53707	61320	274450	66699	78052	66784	62681	360518	83172	87003	98326	96319	406440	104615	103784	114768	87020	397733	85353	104556	107717	98837	511913	122552	121972	142964	124481	463521	108002	114486	147136	94119	380765	75219	94295	64036	56733	329815	68676	57313	47424	46168	187720	42406	50970	38802	43344	124276	34136	32067	46826	25583	85113	21278	0
Lợi nhuận gộp###Gross profit	-4477	-8844	3129	693	-1429	-1727	4117	2317	-961	-2939	1909	4307	-26317	-3567	-5556	-5077	-2602	-10510	-7232	-4987	2586	-600	2817	-670	2461	-2920	-282	1338	-581	-1669	-3656	3694	-6532	2966	-6968	-2482	1230	-9136	-24290	2865	5790	6623	1455	16319	1138	-26702	10471	42275	5320	8964	4132	4927	25940	-1463	3755	4505	-397	36397	10139	13564	9580	5090	28198	5902	8142	19986	6622	42009	10502	0
Doanh thu hoạt động tài chính###Financial activities Revenues	1006	1529	10129	3514	1401	7986	575	11593	3583	880	8190	826	103455	1793	45597	12683	45950	29651	11254	3377	5778	8823	24143	394	6961	10252	4370	16731	9540	7064	4084	1844	13116	7132	4254	2528	3427	11107	3552	6048	3563	1941	13842	5972	3402	5533	1195	12929	2803	3322	6611	1123	26499	20720	923	4040	5055	26974	9774	1255	6875	6874	17767	5162	5140	7347	5146	13723	3431	10069
Chi phí tài chính###Financial Expenses	900	4622	9834	2826	4146	1385	932	9167	1119	3614	2824	1610	11452	1564	1748	1871	1992	13464	5997	2251	2463	2943	27940	11800	2997	10240	2904	14688	4430	3956	6125	2101	21884	4529	4154	8875	4326	22007	5273	5078	5623	6143	47851	11999	16632	14705	4497	12521	4938	6660	987	1033	15523	10356	1423	1176	1910	21448	14925	2578	2287	35	98	38	16	19	9	1801	450	0
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	3201	3354	15069	3631	3847	3968	3517	12327	4556	3589	1170	3012	30484	6148	4697	4255	15385	20458	4582	4474	6710	4313	13623	2361	2792	3271	2413	11644	2711	2889	2768	2090	13464	3380	3668	3588	2766	12928	4088	4376	3084	2294	13235	2900	2125	4592	3397	20177	2609	4743	1702	1812	21676	3071	1019	1027	2320	9655	4172	2645	2335	0	9907	2155	2542	11383	3672	15776	3944	0
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-5767	-14219	-14147	-2004	-5797	-3621	1486	-7997	-4795	-7770	1805	978	37192	-9136	35964	-2925	25874	-20995	-4897	-9250	-4278	1501	-12585	-13556	6048	-7538	-1229	1520	1819	-1450	-6381	1346	-28765	2188	-10535	-12418	-2435	-26993	-30100	-540	646	126	-36144	7392	-14217	-40465	3771	25661	577	884	8054	3205	15232	5829	2235	6342	428	32268	816	9596	11833	11929	35960	8871	10723	15931	8087	38155	9539	24847
Thu nhập khác###Other incomes	593	353	748	407	948	-9556	10151	1202	1411	6	93	150	1383	105	2	151	0	4542	1835	1246	1456	4	4363	797	680	2312	574	1398	36	1	406	1	42433	1271	8005	29455	3702	43391	37864	3663	454	1127	177276	129	297	176593	474	1755	18020	1030	0	237	5564	872	701	2184	1638	487	3	313	0	0	303	2	5	70	0	0	0	0
Chi phí khác###Other Expenses	153	210	2376	67	2008	-118	419	41878	41489	3	4	120	393	8439	103	165	51	236	71	143	13	9	1196	1	70	1090	0	414	3	434	0	40	13219	955	888	11376	0	5390	5326	0	60	4	16578	480	3	16037	133	81	1	175	0	0	3531	66	0	2232	1219	1	1	0	0	0	52	0	0	0	0	0	0	0
Lợi nhuận khác###Other profits	440	142	-1629	341	-1059	-9439	9731	-40676	-40078	3	89	30	990	-8334	-102	-14	-51	4306	1764	1104	1443	-4	3167	795	610	1222	574	984	34	-433	406	-39	29215	316	7117	18079	3702	38002	32538	3663	394	1123	160698	-352	295	160556	340	1674	18018	855	0	237	2033	806	701	-48	419	486	3	313	0	0	251	2	5	70	0	-1	0	-1530
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-5327	-14077	-15776	-1663	-6856	-13060	11218	-48672	-44874	-7767	1893	1008	38182	-17470	35862	-2938	25823	-16688	-3133	-8146	-2835	1497	-9417	-12760	6659	-6316	-654	2504	1852	-1883	-5975	1307	12780	2505	-3418	5661	1267	11009	2438	3123	1040	1250	124554	7041	-13922	120091	4112	27335	18595	1739	8054	3442	18263	6636	2937	6293	847	32754	818	9909	11833	11930	36211	8873	10727	16001	8087	38154	9538	30323
Chi phí thuế TNDN###Corporate Income Tax Expenses	314	425	309	608	574	526	-1203	2338	815	537	966	170	1133	479	195	283	176	1157	198	399	321	255	1112	238	232	307	284	1256	165	363	360	347	1281	308	321	346	0	832	0	0	0	119	40805	218	161	40138	682	4287	4463	366	2213	379	2107	1745	293	393	0	2942	0	0	632	895	146	2484	3003	-4480	2264	10683	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	300	386	1418	357	322	405	369	1245	565	242	267	170	1133	479	195	283	176	1157	198	399	321	255	1112	238	232	307	284	1256	165	363	360	347	1281	308	321	346	303	832	367	82	122	119	40711	218	161	40162	682	4183	4772	366	1324	379	3462	1745	293	393	0	1528	0	0	895	895	146	2485	0	0	2264	10683	2671	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	14	39	-1109	251	251	121	-1572	1093	250	295	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46	46	0	94	0	0	0	0	104	0	0	0	0	-1354	0	0	0	0	0	0	0	0	0	0	0	3004	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-5586	-14441	-15857	-2223	-7366	-13525	12474	-50789	-45618	-8251	927	875	37237	-17895	35707	-3168	25686	-16516	-3330	-8545	-3157	1242	-9057	-12999	6427	-6624	-938	2619	1688	-2247	-6335	959	11499	2196	-3739	5316	964	10177	2025	2994	872	1131	83749	6822	-14083	79929	3430	23048	13824	1373	6730	3063	16156	4891	2644	5901	847	31226	818	9909	10938	11035	36064	6389	7724	16001	5823	27471	6868	24280
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	3.40	3.60	4.10	4.10	4.10	3.60	4.80	4.50	4.50	6.00	5.70	3.82	8.03	8.03	6.27	5.28	8.11	14.22	14.22	12.62	11.39	11.32	12.77	12.77	9.64	12.31	11.09	13.69	13.69	7.88	7.99	6.75	4.36	4.36	3.99	3.12	4.36	4.43	4.43	4.57	5.81	7.41	4.43	4.43	8.28	7.77	11.14	15.81	15.81	19.28	10.27	7.92	8.95	8.95	12.88	7.47	5.64	6.12	6.12	9.03	7.84	10.46	20.69	20.69	19.33	16.44	31.09	21.56	21.56	0.00
