CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-1206	-1190	-1174	-1174	-1159	-1143	-1127	-1111	-1111	-1095	-1079	-1063	-1047	-1047	-1031	-1015	-1000	-984	-984	-968	-948	-900	-835	-835	-13686	-11880	-9944	-7132	-7681	-5262	-3395	-2589	-1782	-1782	-1034	-680	-359	-342	-342	-10463	-10317	-10108	-9865	-9865	-35607	-35140	-34667	-34337	0	-32107	-31239	-30371	-29503	0	0	0	0	0	0	0	0	0	-53748	-53748	0	0	-114	-46471	-46471	0
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	2694	2694	2694	2694	2694	2694	2694	2694	2694	4000	2694	2694	2694	2694	3006	3183	3183	3183	3183	3183	3183	3183	3183	3183	4000	4000	4000	4000	4000	3183	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	12000	12000	12000	12000	12000	13600	12960	13260	13260	11960	11960	10800	10800	10800	8800	7800	5000	4400	4400	4400	1030	797	964	964	2082
Tài sản dài hạn khác###Other long term assets	201659	161241	160344	163496	161592	210420	217253	185360	187199	224598	229888	248244	211030	213190	209800	164653	182199	210817	210817	96976	26886	21058	44964	45379	24455	12010	11500	85961	107777	117125	111461	87049	87222	86505	54025	59128	55937	54513	54513	11716	6035	24	6065	6065	2529	244	21	8127	8326	2476	1778	1504	4854	4854	4322	3556	5545	7693	7462	4036	2693	1423	1747	1747	14075	17589	20264	2829	2829	4326
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	3586462	3631344	3602416	3607245	3211215	3282664	3248385	3133725	3120124	3064800	2929592	2909188	2708305	2714616	2587740	2351519	2104517	1896154	1897964	1736053	1721125	1627008	1477198	1479688	1528295	1516501	1322738	1143905	1156159	1453414	1282323	1305870	1173458	1140929	1104374	1177802	1193938	1080192	1041637	1195754	1129433	1031354	980722	972633	966328	957314	932936	953693	996890	824150	799447	920418	761863	761863	772051	806910	747902	779942	777216	615601	593254	610730	561395	561395	574028	575108	583234	516018	517943	497244
Nợ phải trả ###Liabilities	3303302	3171736	3144448	3153279	2757862	2842791	2745957	2637824	2641392	2624151	2498484	2421790	2227249	2241372	2172084	1941982	1677037	1474629	1505278	1333576	1321277	1238671	1094365	1097790	1135961	1125450	941207	769770	759209	1109220	942683	985672	861316	776987	834653	911585	922757	816465	750722	900255	845565	766278	730671	722055	692777	690798	691285	726076	771699	590795	567816	701837	566134	487830	540292	585444	534143	568206	566903	439978	422740	452502	450915	415019	451291	461747	472649	436137	413947	419745
Nợ ngắn hạn###Short term Liabilities	1612148	1277790	1317546	1284000	1177264	1194788	1104949	969731	973300	1051377	950196	974749	898292	912415	918744	787464	606867	647924	678573	678927	723421	651675	580773	584198	492256	671794	527710	427473	416912	746923	600249	625873	483796	399467	530484	592431	588705	504019	438276	590398	515297	426769	380194	378123	417032	513461	468758	511886	554899	313767	369206	489981	393337	315033	236093	314643	234920	319979	318676	215343	198189	227750	246808	210912	177521	157399	187608	186303	126737	178464
Nợ dài hạn###Long term Liabilities	1691154	1893946	1826903	1869280	1580598	1648003	1641008	1668093	1668093	1572775	1548288	1447041	1328957	1328957	1253341	1154518	1070171	826705	826705	654649	597856	586996	513592	513592	643705	453657	413497	342297	342297	362297	342434	359799	377520	377520	304170	319154	334051	312446	312446	309857	330268	339509	350477	343932	275745	177337	222527	214189	216799	277028	198610	211856	172797	172797	304199	270800	299223	248227	248227	224635	224551	224752	204107	204107	273770	304348	285040	249834	287209	241281
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	283160	459608	457968	453966	453352	439873	502428	495901	478732	440649	431108	487398	481056	473244	415656	409537	427480	421525	392686	402477	399848	388337	382833	381898	392333	391051	381531	374136	396950	344194	339640	320198	312142	363941	269720	266217	271182	263727	290915	295499	283868	265076	250051	250578	273551	266516	241651	227617	225192	233355	231631	218581	195730	274033	231758	221466	213758	211736	210313	175622	170514	158227	110480	146375	122737	113361	110585	79881	103996	77499
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	77615	52941	54951	55584	57212	56544	34438	34902	35655	0	35896	15913	16569	17287	0	10058	10587
Vốn chủ sở hữu ###Owners equity	283145	459593	457953	453951	453337	439858	502413	495886	478717	440634	431093	487383	481041	473228	415641	409522	427464	421510	392671	402462	399833	388322	382818	381882	392318	391036	381515	374121	396935	344179	339625	320183	312127	363926	269705	266202	271167	263712	290900	295484	283853	265061	250036	250563	273536	266501	241636	227602	225177	233340	231615	218566	195714	196418	178817	166515	158174	154524	153769	141184	135612	122572	110480	110480	106823	96792	93298	79881	93938	0
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1282323	1305870	1173458	1140929	1104374	1177802	1193938	1080192	1041637	1195754	1129433	1031354	980722	972633	966328	0	932936	996890	996890	824150	799447	920418	761863	761863	772051	806910	747902	779942	777216	615601	593254	610730	561395	561395	574028	575108	583234	516018	517943	497244



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	432716	468737	2434695	567127	612594	586796	684243	2164068	611690	445828	584739	521514	1490970	415035	300332	475736	299867	1216125	332279	236681	325628	321536	1366316	357567	313907	391150	299385	1821088	207972	521505	479127	555395	2217815	674916	275376	582868	654928	2118000	658211	494406	389393	459989	2292058	663624	438557	683969	498626	2184418	395391	405979	535521	556778	1797578	498670	529301	426405	343203	1479571	393900	385066	374677	325928	1187276	351505	263835	291744	283098	905381	314522	929294
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-431	351	80	0	547	494	0
Doanh thu thuần###Net Sales	432716	468737	2434695	567127	612594	586796	684243	2164068	611690	445828	584739	521514	1490970	415035	300332	475736	299867	1216125	332279	236681	325628	321536	1366316	357567	313907	391150	299385	1821088	207972	521505	479127	555395	2217815	674916	275376	582868	654928	2118000	658211	494406	389393	459989	2292058	663624	438557	683969	498626	2184418	395391	405979	535521	556778	1797578	498670	529301	426405	343203	1479571	393900	385066	374677	325928	1187276	351936	263484	291663	283098	904833	314028	929294
Giá vốn hàng bán###Cost of goods sold	499462	399630	2051314	434728	504128	468831	592332	1759306	431086	374378	514116	455608	1115936	239342	241778	393370	241433	984287	237057	193377	272334	282140	1109198	238482	272533	336746	259030	1488729	85602	479189	407414	497718	1800339	484679	228023	519408	567547	1756190	586016	416288	293892	368650	1879565	529723	363577	571422	415130	1772867	320904	290502	485691	505216	1602377	413690	481682	389716	317288	1242225	279044	351029	328018	282245	1015333	282405	227979	262470	250005	781854	257066	804231
Lợi nhuận gộp###Gross profit	-66746	69107	383380	132398	108466	117965	91911	404762	180604	71451	70623	65906	375033	175693	58554	82366	58434	231838	95221	43304	53294	39397	257118	119084	41374	54404	40355	332359	122371	42316	71712	57677	417476	190237	47353	63460	87381	361810	72195	78119	95502	91339	412493	133902	74981	112547	83496	411552	74486	115477	49830	51562	195202	84980	47619	36688	25914	237346	114856	34037	46659	43683	171943	69531	35505	29193	33093	122980	56962	125063
Doanh thu hoạt động tài chính###Financial activities Revenues	1005	12	3477	1025	11	1144	73	5080	1392	153	2306	158	2518	1480	11	1016	11	2113	810	358	1072	9	877	478	25	145	89	1629	837	383	314	94	1829	706	295	639	135	796	228	118	161	197	3475	356	2277	433	407	4141	205	881	380	336	2405	560	697	634	515	2259	732	610	724	193	1328	353	334	424	218	1055	482	0
Chi phí tài chính###Financial Expenses	47276	35313	158775	42510	33877	46460	33701	123496	55673	24678	25378	17767	87994	20926	17690	19862	24687	15627	8083	2560	2444	2229	5139	1064	1172	2205	698	12120	1399	2094	3931	3878	25836	5797	4715	7197	8944	47621	9811	10905	13431	13471	44213	11491	7344	11297	7600	29491	3156	6110	7268	5981	36494	9854	9662	8251	8727	36298	16128	7265	6650	5934	27847	6165	7139	7818	6725	24702	8381	107129
Chi phí bán hàng###Selling Expenses	9037	10243	34418	4926	10471	8654	10379	49756	11801	11828	16243	10508	41742	13412	7326	14469	5284	51432	22580	8122	10294	10436	64089	21851	12039	17708	12904	55130	14283	10321	12196	19482	122592	38447	18057	28395	37724	137995	41431	28115	34837	31673	152867	45554	34922	41475	30914	128618	21831	81755	2016	1313	8189	3563	2385	1460	781	15984	1407	795	6578	7205	30660	9243	7210	8493	5714	38780	13973	0
Chi phí quản lý doanh nghiệp###Managing Expenses	24951	21812	133560	70071	47961	46727	42366	129337	65707	24359	12870	30706	146860	73025	28494	38394	22863	127263	44187	27940	32827	24885	129571	63783	27736	23603	21000	140425	47358	28951	30924	29996	148214	50735	19169	27425	31793	116303	34502	26183	25122	26377	128901	42688	26864	31587	27617	144387	16525	19549	24621	22138	75041	14905	24692	20585	14859	111158	50351	21130	20954	18801	63330	26949	12562	11907	11637	35592	13858	0
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-147005	1751	60104	15916	16168	17268	5538	107253	48814	10739	18438	7082	100956	69810	5054	10656	5610	39629	21182	5040	8802	1855	59196	32865	453	11033	5841	126313	60168	1334	24976	4415	122664	95964	5707	1081	9055	60687	-13322	13033	22273	20015	89986	34525	8128	28621	17772	113197	33179	8944	16305	22465	77883	57218	11577	7025	2062	76165	47702	5456	13201	11937	51433	27526	8927	1399	9235	24961	21231	17934
Thu nhập khác###Other incomes	2535	540	9355	1446	1236	4027	2638	6029	2490	1314	1786	1229	9485	2630	3191	1786	1850	13491	1215	866	6469	5341	10429	2351	1461	2750	3871	32720	8506	5339	3925	14948	11721	6234	2462	2115	1239	39593	12203	9924	9475	2374	39946	14264	5960	15072	4151	13183	2436	3817	2975	1559	16858	7039	2135	3743	3941	43147	3253	29128	5389	3872	14230	3371	2785	-823	8897	25802	7515	0
Chi phí khác###Other Expenses	1884	241	9909	1646	622	428	17	2205	1277	127	398	384	1348	456	597	262	17	3903	84	2619	882	317	2788	644	269	1578	232	15996	1028	-287	3976	9034	31027	17345	5061	8252	355	29898	3465	7449	6691	2356	28526	10821	4794	10454	2838	18850	2214	2244	2481	1173	11583	5392	1409	2427	2354	40880	2765	29029	5550	3536	8881	2537	1531	398	4415	17225	5978	0
Lợi nhuận khác###Other profits	651	299	-555	-200	615	3599	2621	3824	1212	1188	1389	846	8138	2175	2594	1524	1832	9589	1131	-1754	5587	5024	7641	1707	1192	1172	3639	16724	7478	5625	-51	5914	-19306	-11112	-2599	-6137	884	9695	8738	2475	2783	17	11420	3443	1166	4618	1314	-5667	222	1573	494	387	5276	1647	726	1316	1588	2267	489	99	-161	335	5349	834	1254	-1222	4482	8577	1537	1779
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-146353	2051	59549	15717	16783	20866	8159	111077	50026	11926	19827	7928	109093	71985	7649	12180	7443	49217	22313	3287	14389	6880	66837	34572	1644	12205	9481	143037	67646	6959	24925	10329	103358	84853	3108	-5056	9940	70383	-4584	15508	25057	20033	101406	37967	9294	33239	19086	107530	33402	10517	16799	22852	83158	58865	12302	8341	3650	78432	48191	5556	13040	12273	56782	28360	10181	177	13717	33538	22769	19713
Chi phí thuế TNDN###Corporate Income Tax Expenses	-410	410	25485	15103	3304	11423	1632	24081	11944	2385	3965	1586	21876	14397	1530	2436	1488	10525	5186	657	2878	1376	15539	8398	362	2685	2086	32075	14880	1531	5484	2272	27090	22464	-396	0	0	18741	0	0	0	5008	26243	10039	2258	8375	4771	27898	0	0	9913	0	4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5435
Chi phí thuế TNDN###Corporate Income Tax Expenses	-410	410	25485	15103	3304	11423	1632	24081	11944	2385	3965	1586	21876	14397	1530	2436	1488	10525	5186	657	2878	1376	15539	8398	362	2685	2086	32075	14880	1531	5484	2272	27090	22464	-396	-91	2485	18741	0	3877	6264	5008	26243	10039	2258	8375	4771	27898	0	0	3750	0	4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4248	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-145943	1640	34065	614	13479	9443	6527	86996	38083	9541	15861	6342	87217	57588	6119	9744	5954	38692	17126	2629	11511	5504	51298	26175	1283	9520	7395	110962	52766	5428	19442	8057	76268	62388	3503	-4964	7455	51641	-4584	11631	18792	15024	75163	27928	7035	24865	14314	79632	33402	10517	13049	22852	78531	58865	12302	8341	3650	78432	48191	5556	13040	12273	56782	28360	10181	177	13717	33538	18520	14278
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.27	0.35	0.19	0.19	0.43	0.12	0.09	0.11	0.11	0.21	0.39	0.88	0.59	0.59	0.70	0.63	0.57	0.60	0.60	0.67	0.95	0.66	0.78	0.78	0.68	0.35	0.59	0.63	0.63	0.62	0.64	0.39	0.19	0.19	0.33	0.33	0.66	0.88	0.88	0.94	1.26	1.07	0.86	0.86	0.91	0.92	0.97	1.09	1.09	1.13	1.16	1.12	1.09	1.09	1.07	1.03	1.10	1.15	1.15	1.17	1.13	0.97	0.12	0.12	0.09	0.09	0.09	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	5.70	5.16	5.97	5.97	5.43	5.61	5.53	5.30	5.30	4.83	4.83	4.69	5.09	5.09	4.35	3.75	3.98	4.41	4.41	3.61	3.79	4.25	3.75	3.75	4.20	5.25	5.77	4.50	4.50	4.77	4.14	5.15	3.57	3.57	3.39	3.89	3.55	3.21	3.21	3.23	3.15	2.82	1.92	1.92	1.92	1.88	2.54	2.41	2.41	2.43	2.85	3.11	2.79	2.79	2.74	2.19	1.93	1.87	1.87	3.13	1.90	4.25	4.48	4.48	4.11	4.09	5.09	2.20	2.20	0.00
